BIN_id	chr	start	end	NumRecordsAll	NumR_FL	NumR_DHL	NumPatientsAll	NumP_FL	NumP_DHL	gene	Enhancer	Histone
CRE_X_31991	chrX	2970971523	95973000	2	0	2	1	0	1			
CRE_X_31987	chrX	2970959523	95961000	2	1	1	1	1	1			
CRE_X_31848	chrX	2970542523	95544000	2	2	0	1	1	0			
CRE_X_31802	chrX	2970404523	95406000	2	2	0	1	1	0			
CRE_X_31666	chrX	2969996523	94998000	2	1	1	1	1	1			
CRE_X_31648	chrX	2969942523	94944000	2	1	1	1	1	1			
CRE_X_31597	chrX	2969789523	94791000	2	1	1	1	1	1			
CRE_X_31587	chrX	2969759523	94761000	2	1	1	1	1	1			
CRE_X_31563	chrX	2969687523	94689000	2	1	1	1	1	1			
CRE_X_31489	chrX	2969465523	94467000	2	1	1	1	1	1			
CRE_X_31450	chrX	2969348523	94350000	2	1	1	1	1	1			
CRE_X_31449	chrX	2969345523	94347000	2	1	1	1	1	1			
CRE_X_31446	chrX	2969336523	94338000	2	1	1	1	1	1			
CRE_X_31415	chrX	2969243523	94245000	2	1	1	1	1	1			
CRE_X_31387	chrX	2969159523	94161000	2	1	1	1	1	1			
CRE_X_31377	chrX	2969129523	94131000	2	1	1	1	1	1			
CRE_X_31375	chrX	2969123523	94125000	2	1	1	1	1	1			
CRE_X_31354	chrX	2969060523	94062000	2	1	1	1	1	1			
CRE_X_31337	chrX	2969009523	94011000	2	1	1	1	1	1			
CRE_X_31324	chrX	2968970523	93972000	2	1	1	1	1	1			
CRE_X_31288	chrX	2968862523	93864000	2	1	1	1	1	1			
CRE_X_31262	chrX	2968784523	93786000	2	1	1	1	1	1			
CRE_X_31226	chrX	2968676523	93678000	2	1	1	1	1	1	FAM133A		
CRE_X_31186	chrX	2968556523	93558000	2	1	1	1	1	1			
CRE_X_31165	chrX	2968493523	93495000	2	1	1	1	1	1			
CRE_X_31134	chrX	2968400523	93402000	2	1	1	1	1	1			
CRE_X_31123	chrX	2968367523	93369000	2	1	1	1	1	1			
CRE_X_31118	chrX	2968352523	93354000	2	1	1	1	1	1			
CRE_X_31102	chrX	2968304523	93306000	2	1	1	1	1	1			
CRE_X_31092	chrX	2968274523	93276000	2	1	1	1	1	1			
CRE_X_31059	chrX	2968175523	93177000	2	0	2	1	0	1			
CRE_X_30997	chrX	2967989523	92991000	2	1	1	1	1	1			
CRE_X_30992	chrX	2967974523	92976000	2	1	1	1	1	1			
CRE_X_30949	chrX	2967845523	92847000	2	1	1	1	1	1			
CRE_X_30908	chrX	2967722523	92724000	2	1	1	1	1	1			
CRE_X_30890	chrX	2967668523	92670000	2	1	1	1	1	1			
CRE_X_30868	chrX	2967602523	92604000	2	1	1	1	1	1	PCDH11X		
CRE_X_30827	chrX	2967479523	92481000	2	1	1	1	1	1	PCDH11X		
CRE_X_30790	chrX	2967368523	92370000	2	1	1	1	1	1	PCDH11X		
CRE_X_30691	chrX	2967071523	92073000	2	1	1	1	1	1	PCDH11X		
CRE_X_3064	chrX	2884190523	9192000	2	1	1	1	1	1	FAM9B		
CRE_X_30604	chrX	2966810523	91812000	2	1	1	1	1	1	PCDH11X		
CRE_X_30590	chrX	2966768523	91770000	2	1	1	1	1	1			
CRE_X_3055	chrX	2884163523	9165000	2	1	1	1	1	1	FAM9B	H3K27ac|chrX:9160232-9167735	Only_27ac_34935
CRE_X_30508	chrX	2966522523	91524000	2	0	2	2	0	2			
CRE_X_30506	chrX	2966516523	91518000	2	2	0	1	1	0			
CRE_X_30477	chrX	2966429523	91431000	2	1	1	1	1	1			
CRE_X_30462	chrX	2966384523	91386000	2	1	1	1	1	1			
CRE_X_30440	chrX	2966318523	91320000	2	1	1	1	1	1			
CRE_X_30408	chrX	2966222523	91224000	2	1	1	1	1	1			
CRE_X_30373	chrX	2966117523	91119000	2	1	1	1	1	1			
CRE_X_30367	chrX	2966099523	91101000	2	1	1	1	1	1			
CRE_X_30352	chrX	2966054523	91056000	2	1	1	1	1	1			
CRE_X_30349	chrX	2966045523	91047000	2	2	0	1	1	0			
CRE_X_30346	chrX	2966036523	91038000	2	2	0	1	1	0			
CRE_X_30341	chrX	2966021523	91023000	2	1	1	1	1	1			
CRE_X_30273	chrX	2965817523	90819000	2	1	1	1	1	1			
CRE_X_3025	chrX	2884073523	9075000	2	1	1	1	1	1	FAM9B		
CRE_X_30242	chrX	2965724523	90726000	2	1	1	1	1	1			
CRE_X_30236	chrX	2965706523	90708000	2	1	1	1	1	1			
CRE_X_30227	chrX	2965679523	90681000	2	1	1	1	1	1			
CRE_X_30219	chrX	2965655523	90657000	2	1	1	1	1	1			
CRE_X_30137	chrX	2965409523	90411000	2	1	1	1	1	1			
CRE_X_30131	chrX	2965391523	90393000	2	2	0	1	1	0			
CRE_X_30115	chrX	2965343523	90345000	2	1	1	1	1	1			
CRE_X_30052	chrX	2965154523	90156000	2	1	1	1	1	1			
CRE_X_30015	chrX	2965043523	90045000	2	1	1	1	1	1			
CRE_X_29822	chrX	2964464523	89466000	2	1	1	1	1	1			
CRE_X_29782	chrX	2964344523	89346000	2	1	1	2	1	1			
CRE_X_29678	chrX	2964032523	89034000	2	1	1	1	1	1			
CRE_X_29656	chrX	2963966523	88968000	2	1	1	1	1	1			
CRE_X_29645	chrX	2963933523	88935000	2	1	1	1	1	1			
CRE_X_29643	chrX	2963927523	88929000	2	1	1	1	1	1			
CRE_X_29629	chrX	2963885523	88887000	2	1	1	1	1	1			
CRE_X_29607	chrX	2963819523	88821000	2	1	1	2	1	1			
CRE_X_29605	chrX	2963813523	88815000	2	1	1	1	1	1			
CRE_X_29600	chrX	2963798523	88800000	2	1	1	1	1	1			
CRE_X_2960	chrX	2883878523	8880000	2	1	1	1	1	1			
CRE_X_29590	chrX	2963768523	88770000	2	1	1	1	1	1			
CRE_X_29558	chrX	2963672523	88674000	2	1	1	1	1	1			
CRE_X_29543	chrX	2963627523	88629000	2	1	1	1	1	1			
CRE_X_29541	chrX	2963621523	88623000	2	1	1	1	1	1			
CRE_X_29540	chrX	2963618523	88620000	2	1	1	1	1	1			
CRE_X_29503	chrX	2963507523	88509000	2	1	1	1	1	1	LOC107985713		
CRE_X_29501	chrX	2963501523	88503000	2	1	1	1	1	1	LOC107985713		
CRE_X_29498	chrX	2963492523	88494000	2	0	2	1	0	1			
CRE_X_29491	chrX	2963471523	88473000	2	1	1	1	1	1			
CRE_X_29469	chrX	2963405523	88407000	2	1	1	1	1	1			
CRE_X_29465	chrX	2963393523	88395000	2	2	0	1	1	0			
CRE_X_29458	chrX	2963372523	88374000	2	2	0	1	1	0			
CRE_X_29443	chrX	2963327523	88329000	2	1	1	1	1	1			
CRE_X_29431	chrX	2963291523	88293000	2	1	1	1	1	1			
CRE_X_29428	chrX	2963282523	88284000	2	2	0	1	1	0			
CRE_X_29426	chrX	2963276523	88278000	2	2	0	1	1	0			
CRE_X_29415	chrX	2963243523	88245000	2	1	1	1	1	1			
CRE_X_29401	chrX	2963201523	88203000	2	2	0	1	1	0			
CRE_X_29396	chrX	2963186523	88188000	2	1	1	1	1	1			
CRE_X_29389	chrX	2963165523	88167000	2	1	1	1	1	1			
CRE_X_29356	chrX	2963066523	88068000	2	1	1	1	1	1			
CRE_X_29355	chrX	2963063523	88065000	2	1	1	1	1	1			
CRE_X_29305	chrX	2962913523	87915000	2	1	1	1	1	1			
CRE_X_29301	chrX	2962901523	87903000	2	1	1	1	1	1			
CRE_X_29280	chrX	2962838523	87840000	2	1	1	1	1	1			
CRE_X_29244	chrX	2962730523	87732000	2	1	1	1	1	1			
CRE_X_29233	chrX	2962697523	87699000	2	1	1	1	1	1			
CRE_X_29191	chrX	2962571523	87573000	2	1	1	1	1	1	KLHL4		
CRE_X_2919	chrX	2883755523	8757000	2	1	1	1	1	1			
CRE_X_29161	chrX	2962481523	87483000	2	1	1	1	1	1			
CRE_X_29105	chrX	2962313523	87315000	2	1	1	1	1	1			
CRE_X_29092	chrX	2962274523	87276000	2	1	1	1	1	1			
CRE_X_29072	chrX	2962214523	87216000	2	1	1	1	1	1			
CRE_X_29036	chrX	2962106523	87108000	2	1	1	1	1	1			
CRE_X_29027	chrX	2962079523	87081000	2	0	2	2	0	2			
CRE_X_29013	chrX	2962037523	87039000	2	1	1	1	1	1			
CRE_X_28862	chrX	2961584523	86586000	2	1	1	1	1	1	DACH2		
CRE_X_28786	chrX	2961356523	86358000	2	1	1	1	1	1	DACH2		
CRE_X_28631	chrX	2960891523	85893000	2	0	2	2	0	2	CHM		
CRE_X_28603	chrX	2960807523	85809000	2	1	1	1	1	1			
CRE_X_28535	chrX	2960603523	85605000	2	1	1	1	1	1			
CRE_X_28398	chrX	2960192523	85194000	2	1	1	1	1	1	LOC105369163		
CRE_X_28300	chrX	2959898523	84900000	2	1	1	1	1	1			
CRE_X_28270	chrX	2959808523	84810000	2	1	1	1	1	1			
CRE_X_28263	chrX	2959787523	84789000	2	1	1	1	1	1			
CRE_X_28233	chrX	2959697523	84699000	2	1	1	1	1	1			
CRE_X_28220	chrX	2959658523	84660000	2	1	1	1	1	1			
CRE_X_28149	chrX	2959445523	84447000	2	1	1	1	1	1	HDX		
CRE_X_28131	chrX	2959391523	84393000	2	1	1	1	1	1	HDX		
CRE_X_28105	chrX	2959313523	84315000	2	0	2	1	0	1			
CRE_X_28063	chrX	2959187523	84189000	2	1	1	1	1	1	RPS6KA6		Only_4me3_25166
CRE_X_28017	chrX	2959049523	84051000	2	1	1	1	1	1			
CRE_X_27937	chrX	2958809523	83811000	2	1	1	1	1	1			
CRE_X_27927	chrX	2958779523	83781000	2	1	1	2	1	1			
CRE_X_27880	chrX	2958638523	83640000	2	1	1	1	1	1			
CRE_X_27879	chrX	2958635523	83637000	2	1	1	1	1	1			
CRE_X_27819	chrX	2958455523	83457000	2	2	0	1	1	0			
CRE_X_27789	chrX	2958365523	83367000	2	2	0	1	1	0			
CRE_X_27692	chrX	2958074523	83076000	2	1	1	1	1	1			
CRE_X_27690	chrX	2958068523	83070000	2	1	1	1	1	1			
CRE_X_27680	chrX	2958038523	83040000	2	1	1	1	1	1			
CRE_X_27679	chrX	2958035523	83037000	2	1	1	1	1	1			
CRE_X_27666	chrX	2957996523	82998000	2	2	0	1	1	0			
CRE_X_27622	chrX	2957864523	82866000	2	1	1	1	1	1			
CRE_X_27602	chrX	2957804523	82806000	2	1	1	1	1	1			
CRE_X_27600	chrX	2957798523	82800000	2	1	1	1	1	1	LOC105373288		
CRE_X_27590	chrX	2957768523	82770000	2	2	0	1	1	0	LOC105373288		
CRE_X_27570	chrX	2957708523	82710000	2	1	1	1	1	1			
CRE_X_27531	chrX	2957591523	82593000	2	1	1	1	1	1			
CRE_X_27511	chrX	2957531523	82533000	2	2	0	1	1	0			
CRE_X_27479	chrX	2957435523	82437000	2	1	1	1	1	1			
CRE_X_27478	chrX	2957432523	82434000	2	1	1	1	1	1			
CRE_X_27470	chrX	2957408523	82410000	2	1	1	1	1	1			
CRE_X_27465	chrX	2957393523	82395000	2	2	0	2	2	0			
CRE_X_27432	chrX	2957294523	82296000	2	1	1	2	1	1			
CRE_X_27424	chrX	2957270523	82272000	2	0	2	1	0	1			
CRE_X_27394	chrX	2957180523	82182000	2	1	1	1	1	1			
CRE_X_27390	chrX	2957168523	82170000	2	1	1	1	1	1			
CRE_X_27320	chrX	2956958523	81960000	2	1	1	1	1	1			
CRE_X_27288	chrX	2956862523	81864000	2	1	1	1	1	1			
CRE_X_27287	chrX	2956859523	81861000	2	1	1	2	1	1			
CRE_X_27268	chrX	2956802523	81804000	2	1	1	1	1	1			
CRE_X_27259	chrX	2956775523	81777000	2	1	1	1	1	1			
CRE_X_27255	chrX	2956763523	81765000	2	1	1	1	1	1			
CRE_X_27236	chrX	2956706523	81708000	2	1	1	1	1	1			
CRE_X_27233	chrX	2956697523	81699000	2	1	1	1	1	1			
CRE_X_2722	chrX	2883164523	8166000	2	0	2	1	0	1	LOC107985675		
CRE_X_27210	chrX	2956628523	81630000	2	2	0	1	1	0			
CRE_X_27198	chrX	2956592523	81594000	2	1	1	2	1	1			
CRE_X_27192	chrX	2956574523	81576000	2	1	1	1	1	1			
CRE_X_27181	chrX	2956541523	81543000	2	1	1	1	1	1			
CRE_X_27149	chrX	2956445523	81447000	2	1	1	1	1	1			
CRE_X_27126	chrX	2956376523	81378000	2	1	1	1	1	1	LOC105373284		
CRE_X_27090	chrX	2956268523	81270000	2	2	0	2	2	0	SH3BGRL		
CRE_X_27083	chrX	2956247523	81249000	2	1	1	1	1	1	SH3BGRL		
CRE_X_26990	chrX	2955968523	80970000	2	1	1	1	1	1			
CRE_X_26984	chrX	2955950523	80952000	2	1	1	1	1	1			
CRE_X_26967	chrX	2955899523	80901000	2	2	0	1	1	0			
CRE_X_26930	chrX	2955788523	80790000	2	1	1	1	1	1	BRWD3		
CRE_X_26927	chrX	2955779523	80781000	2	1	1	1	1	1	BRWD3		
CRE_X_26755	chrX	2955263523	80265000	2	1	1	1	1	1	CHMP1B2P		
CRE_X_26716	chrX	2955146523	80148000	2	1	1	1	1	1			
CRE_X_26664	chrX	2954990523	79992000	2	1	1	1	1	1			
CRE_X_26660	chrX	2954978523	79980000	2	2	0	1	1	0			
CRE_X_26656	chrX	2954966523	79968000	2	1	1	1	1	1			
CRE_X_26629	chrX	2954885523	79887000	2	1	1	1	1	1			
CRE_X_26591	chrX	2954771523	79773000	2	1	1	1	1	1			
CRE_X_2658	chrX	2882972523	7974000	2	1	1	1	1	1	LOC107985675		
CRE_X_26568	chrX	2954702523	79704000	2	1	1	1	1	1			
CRE_X_26485	chrX	2954453523	79455000	2	2	0	1	1	0			
CRE_X_26465	chrX	2954393523	79395000	2	2	0	1	1	0			
CRE_X_26392	chrX	2954174523	79176000	2	1	1	1	1	1	LOC107985690		
CRE_X_26362	chrX	2954084523	79086000	2	1	1	1	1	1			
CRE_X_26337	chrX	2954009523	79011000	2	1	1	1	1	1			
CRE_X_26333	chrX	2953997523	78999000	2	1	1	1	1	1			
CRE_X_26261	chrX	2953781523	78783000	2	1	1	1	1	1			
CRE_X_26245	chrX	2953733523	78735000	2	1	1	1	1	1			
CRE_X_26177	chrX	2953529523	78531000	2	1	1	1	1	1			
CRE_X_26164	chrX	2953490523	78492000	2	0	2	1	0	1			
CRE_X_26124	chrX	2953370523	78372000	2	2	0	1	1	0			
CRE_X_26121	chrX	2953361523	78363000	2	1	1	1	1	1			
CRE_X_26099	chrX	2953295523	78297000	2	1	1	1	1	1	CYSLTR1		
CRE_X_26071	chrX	2953211523	78213000	2	1	1	1	1	1	LOC107985669		
CRE_X_26046	chrX	2953136523	78138000	2	1	1	1	1	1	TAF9B		
CRE_X_25935	chrX	2952803523	77805000	2	1	1	1	1	1			
CRE_X_25925	chrX	2952773523	77775000	2	2	0	1	1	0	ATRX		
CRE_X_25905	chrX	2952713523	77715000	2	1	1	1	1	1	ATRX		
CRE_X_25864	chrX	2952590523	77592000	2	1	1	1	1	1	ATRX		
CRE_X_25863	chrX	2952587523	77589000	2	1	1	1	1	1	ATRX		
CRE_X_25850	chrX	2952548523	77550000	2	1	1	1	1	1	ATRX		
CRE_X_25823	chrX	2952467523	77469000	2	1	1	1	1	1			
CRE_X_25800	chrX	2952398523	77400000	2	1	1	1	1	1			
CRE_X_25767	chrX	2952299523	77301000	2	1	1	1	1	1			
CRE_X_25673	chrX	2952017523	77019000	2	1	1	1	1	1			
CRE_X_25659	chrX	2951975523	76977000	2	1	1	1	1	1	MIR325HG		
CRE_X_25585	chrX	2951753523	76755000	2	1	1	1	1	1	MIR325HG		
CRE_X_25541	chrX	2951621523	76623000	2	1	1	1	1	1			
CRE_X_25406	chrX	2951216523	76218000	2	1	1	1	1	1			
CRE_X_25362	chrX	2951084523	76086000	2	1	1	1	1	1			
CRE_X_25313	chrX	2950937523	75939000	2	1	1	2	1	1			
CRE_X_25275	chrX	2950823523	75825000	2	0	2	1	0	1			
CRE_X_25181	chrX	2950541523	75543000	2	1	1	1	1	1	LOC107985664		
CRE_X_25166	chrX	2950496523	75498000	2	1	1	1	1	1	ZDHHC15		
CRE_X_25097	chrX	2950289523	75291000	2	1	1	1	1	1	UPRT		
CRE_X_25060	chrX	2950178523	75180000	2	1	1	1	1	1	LOC107985663		
CRE_X_25034	chrX	2950100523	75102000	2	1	1	1	1	1	ABCB7		
CRE_X_25016	chrX	2950046523	75048000	2	1	1	1	1	1			
CRE_X_2499	chrX	2882495523	7497000	2	1	1	1	1	1			
CRE_X_24983	chrX	2949947523	74949000	2	2	0	1	1	0			
CRE_X_24902	chrX	2949704523	74706000	2	1	1	1	1	1			
CRE_X_24839	chrX	2949515523	74517000	2	1	1	1	1	1	SLC16A2		
CRE_X_24796	chrX	2949386523	74388000	2	1	1	1	1	1			
CRE_X_24501	chrX	2948501523	73503000	2	2	0	2	2	0			
CRE_X_24394	chrX	2948180523	73182000	2	1	1	1	1	1			
CRE_X_24381	chrX	2948141523	73143000	2	1	1	1	1	1			
CRE_X_24367	chrX	2948099523	73101000	2	2	0	1	1	0			
CRE_X_24241	chrX	2947721523	72723000	2	1	1	1	1	1			
CRE_X_24230	chrX	2947688523	72690000	2	1	1	1	1	1	PHKA1		
CRE_X_24151	chrX	2947451523	72453000	2	1	1	1	1	1	HDAC8		
CRE_X_23804	chrX	2946410523	71412000	2	1	1	1	1	1	TAF1		
CRE_X_23722	chrX	2946164523	71166000	2	1	1	1	1	1	NLGN3		
CRE_X_23707	chrX	2946119523	71121000	2	0	2	2	0	2	MED12	H3K27ac|chrX:71119090-71119674	Both|chrX:71119090-71119674
CRE_X_23624	chrX	2945870523	70872000	2	1	1	1	1	1	TEX11		
CRE_X_23591	chrX	2945771523	70773000	2	1	1	1	1	1	TEX11		
CRE_X_23493	chrX	2945477523	70479000	2	1	1	1	1	1	DLG3		
CRE_X_23223	chrX	2944667523	69669000	2	1	1	1	1	1	EDA		
CRE_X_23183	chrX	2944547523	69549000	2	1	1	1	1	1			
CRE_X_23052	chrX	2944154523	69156000	2	1	1	1	1	1			
CRE_X_22917	chrX	2943749523	68751000	2	1	1	1	1	1			
CRE_X_22899	chrX	2943695523	68697000	2	1	1	1	1	1	STARD8		
CRE_X_22855	chrX	2943563523	68565000	2	2	0	1	1	0	YIPF6		
CRE_X_22816	chrX	2943446523	68448000	2	1	1	1	1	1			
CRE_X_22796	chrX	2943386523	68388000	2	1	1	1	1	1	OPHN1		
CRE_X_22727	chrX	2943179523	68181000	2	1	1	1	1	1	OPHN1		
CRE_X_22712	chrX	2943134523	68136000	2	1	1	1	1	1	OPHN1		
CRE_X_22696	chrX	2943086523	68088000	2	1	1	1	1	1	OPHN1		
CRE_X_22570	chrX	2942708523	67710000	2	2	0	1	1	0	AR		
CRE_X_22536	chrX	2942606523	67608000	2	1	1	1	1	1	AR		
CRE_X_22531	chrX	2942591523	67593000	2	1	1	1	1	1	AR		
CRE_X_22505	chrX	2942513523	67515000	2	2	0	1	1	0			
CRE_X_22436	chrX	2942306523	67308000	2	1	1	1	1	1			
CRE_X_22387	chrX	2942159523	67161000	2	1	1	1	1	1			
CRE_X_22365	chrX	2942093523	67095000	2	1	1	1	1	1			
CRE_X_22324	chrX	2941970523	66972000	2	1	1	1	1	1			
CRE_X_22311	chrX	2941931523	66933000	2	1	1	1	1	1			
CRE_X_22268	chrX	2941802523	66804000	2	1	1	1	1	1			
CRE_X_22241	chrX	2941721523	66723000	2	2	0	1	1	0			
CRE_X_22231	chrX	2941691523	66693000	2	2	0	1	1	0			
CRE_X_22178	chrX	2941532523	66534000	2	1	1	1	1	1			
CRE_X_22070	chrX	2941208523	66210000	2	2	0	1	1	0	HEPH		
CRE_X_21893	chrX	2940677523	65679000	2	1	1	1	1	1	MSN		
CRE_X_21792	chrX	2940374523	65376000	2	1	1	1	1	1	ZC3H12B		
CRE_X_21691	chrX	2940071523	65073000	2	1	1	1	1	1	ZC3H12B		
CRE_X_21647	chrX	2939939523	64941000	2	2	0	2	2	0	ZC4H2		
CRE_X_21606	chrX	2939816523	64818000	2	2	0	1	1	0			
CRE_X_21571	chrX	2939711523	64713000	2	1	1	2	1	1			
CRE_X_21539	chrX	2939615523	64617000	2	1	1	1	1	1			
CRE_X_2146	chrX	2881436523	6438000	2	1	1	1	1	1			
CRE_X_21422	chrX	2939264523	64266000	2	1	1	1	1	1			
CRE_X_21308	chrX	2938922523	63924000	2	1	1	1	1	1			
CRE_X_21234	chrX	2938700523	63702000	2	1	1	1	1	1	ARHGEF9		
CRE_X_21166	chrX	2938496523	63498000	2	2	0	2	2	0	LINC01278		
CRE_X_21154	chrX	2938460523	63462000	2	1	1	1	1	1	LINC01278		
CRE_X_21118	chrX	2938352523	63354000	2	1	1	1	1	1			
CRE_X_20899	chrX	2937695523	62697000	2	2	0	1	1	0			
CRE_X_20867	chrX	2937599523	62601000	2	1	1	1	1	1			
CRE_X_2002	chrX	2881004523	6006000	2	1	1	1	1	1	NLGN4X		
CRE_X_1947	chrX	2880839523	5841000	2	1	1	2	1	1			
CRE_X_19459	chrX	2933375523	58377000	2	1	1	1	1	1			
CRE_X_19194	chrX	2932580523	57582000	2	1	1	1	1	1			
CRE_X_19185	chrX	2932553523	57555000	2	1	1	1	1	1			
CRE_X_19092	chrX	2932274523	57276000	2	2	0	1	1	0	FAAH2		
CRE_X_19007	chrX	2932019523	57021000	2	1	1	1	1	1			
CRE_X_18970	chrX	2931908523	56910000	2	2	0	1	1	0			
CRE_X_18790	chrX	2931368523	56370000	2	1	1	1	1	1			
CRE_X_1852	chrX	2880554523	5556000	2	1	1	1	1	1			
CRE_X_1841	chrX	2880521523	5523000	2	1	1	1	1	1			
CRE_X_18359	chrX	2930075523	55077000	2	1	1	1	1	1	PAGE2B		
CRE_X_18263	chrX	2929787523	54789000	2	1	1	1	1	1	ITIH6		
CRE_X_18261	chrX	2929781523	54783000	2	1	1	1	1	1	ITIH6		
CRE_X_18224	chrX	2929670523	54672000	2	1	1	1	1	1			
CRE_X_18124	chrX	2929370523	54372000	2	1	1	1	1	1			
CRE_X_18075	chrX	2929223523	54225000	2	1	1	1	1	1	WNK3		
CRE_X_17973	chrX	2928917523	53919000	2	1	1	1	1	1			
CRE_X_17948	chrX	2928842523	53844000	2	1	1	1	1	1			
CRE_X_17696	chrX	2928086523	53088000	2	0	2	1	0	1	TSPYL2	H3K27ac|chrX:53086979-53088746	Only_27ac_35385
CRE_X_17546	chrX	2927636523	52638000	2	1	1	1	1	1			
CRE_X_17522	chrX	2927564523	52566000	2	1	1	1	1	1			
CRE_X_17516	chrX	2927546523	52548000	2	1	1	1	1	1	LOC107985640		
CRE_X_17503	chrX	2927507523	52509000	2	1	1	1	1	1			
CRE_X_17436	chrX	2927306523	52308000	2	1	1	1	1	1			
CRE_X_1741	chrX	2880221523	5223000	2	1	1	1	1	1			
CRE_X_17339	chrX	2927015523	52017000	2	1	1	1	1	1			
CRE_X_17315	chrX	2926943523	51945000	2	1	1	2	1	1			
CRE_X_17295	chrX	2926883523	51885000	2	1	1	1	1	1	MAGED1		
CRE_X_17262	chrX	2926784523	51786000	2	1	1	1	1	1			
CRE_X_17255	chrX	2926763523	51765000	2	1	1	1	1	1			
CRE_X_17170	chrX	2926508523	51510000	2	1	1	1	1	1			
CRE_X_17030	chrX	2926088523	51090000	2	1	1	1	1	1	LOC101060199		
CRE_X_1699	chrX	2880095523	5097000	2	2	0	1	1	0			
CRE_X_16957	chrX	2925869523	50871000	2	1	1	1	1	1			
CRE_X_16897	chrX	2925689523	50691000	2	0	2	1	0	1	SHROOM4		
CRE_X_1666	chrX	2879996523	4998000	2	1	1	1	1	1			
CRE_X_16331	chrX	2923991523	48993000	2	1	1	1	1	1	GRIPAP1		
CRE_X_1627	chrX	2879879523	4881000	2	1	1	1	1	1			
CRE_X_16252	chrX	2923754523	48756000	2	1	1	1	1	1			
CRE_X_162	chrX	2875484523	486000	2	1	1	1	1	1			
CRE_X_1614	chrX	2879840523	4842000	2	1	1	1	1	1			
CRE_X_16111	chrX	2923331523	48333000	2	1	1	1	1	1			
CRE_X_16067	chrX	2923199523	48201000	2	1	1	2	1	1			
CRE_X_15865	chrX	2922593523	47595000	2	1	1	1	1	1	SYN1		
CRE_X_15853	chrX	2922557523	47559000	2	1	1	1	1	1			Only_4me3_24908
CRE_X_15699	chrX	2922095523	47097000	2	1	1	1	1	1			
CRE_X_1559	chrX	2879675523	4677000	2	1	1	1	1	1			
CRE_X_15578	chrX	2921732523	46734000	2	1	1	1	1	1	SLC9A7		
CRE_X_15334	chrX	2921000523	46002000	2	1	1	1	1	1			
CRE_X_1521	chrX	2879561523	4563000	2	1	1	1	1	1			
CRE_X_15200	chrX	2920598523	45600000	2	2	0	1	1	0			
CRE_X_15106	chrX	2920316523	45318000	2	1	1	1	1	1			
CRE_X_15032	chrX	2920094523	45096000	2	1	1	1	1	1	KDM6A		
CRE_X_14992	chrX	2919974523	44976000	2	0	2	1	0	1	KDM6A		
CRE_X_14964	chrX	2919890523	44892000	2	1	1	2	1	1	KDM6A		
CRE_X_14889	chrX	2919665523	44667000	2	1	1	1	1	1			
CRE_X_14564	chrX	2918690523	43692000	2	1	1	1	1	1	MAOA		
CRE_X_14547	chrX	2918639523	43641000	2	1	1	1	1	1			
CRE_X_14433	chrX	2918297523	43299000	2	2	0	2	2	0			
CRE_X_14418	chrX	2918252523	43254000	2	1	1	1	1	1			
CRE_X_14407	chrX	2918219523	43221000	2	1	1	1	1	1	LOC101927501		
CRE_X_14382	chrX	2918144523	43146000	2	1	1	1	1	1			
CRE_X_14169	chrX	2917505523	42507000	2	2	0	2	2	0	LOC105373187		
CRE_X_14148	chrX	2917442523	42444000	2	1	1	1	1	1			
CRE_X_1412	chrX	2879234523	4236000	2	1	1	1	1	1			
CRE_X_14107	chrX	2917319523	42321000	2	1	1	1	1	1			
CRE_X_13254	chrX	2914760523	39762000	2	1	1	1	1	1	LOC105373178	H3K27ac|chrX:39749981-39762934,SE|chrX:39750570-39778460	Both|chrX:39759438-39761258
CRE_X_132	chrX	2875394523	396000	2	2	0	2	2	0			
CRE_X_1318	chrX	2878952523	3954000	2	0	2	1	0	1			
CRE_X_13031	chrX	2914091523	39093000	2	1	1	2	1	1			
CRE_X_12990	chrX	2913968523	38970000	2	2	0	1	1	0			
CRE_X_12716	chrX	2913146523	38148000	2	1	1	1	1	1			
CRE_X_12669	chrX	2913005523	38007000	2	1	1	1	1	1	SYTL5		
CRE_X_12630	chrX	2912888523	37890000	2	1	1	1	1	1			
CRE_X_12625	chrX	2912873523	37875000	2	1	1	1	1	1			
CRE_X_12623	chrX	2912867523	37869000	2	1	1	1	1	1			
CRE_X_12596	chrX	2912786523	37788000	2	1	1	1	1	1	CYBB	H3K27ac|chrX:37779518-37788602	Only_27ac_35208
CRE_X_12545	chrX	2912633523	37635000	2	2	0	1	1	0	LANCL3		
CRE_X_12127	chrX	2911379523	36381000	2	1	1	1	1	1	CFAP47		
CRE_X_12094	chrX	2911280523	36282000	2	1	1	1	1	1	CFAP47		
CRE_X_12068	chrX	2911202523	36204000	2	1	1	2	1	1	CFAP47		
CRE_X_12043	chrX	2911127523	36129000	2	1	1	1	1	1	CFAP47		
CRE_X_11905	chrX	2910713523	35715000	2	1	1	1	1	1			
CRE_X_11894	chrX	2910680523	35682000	2	1	1	1	1	1			
CRE_X_11888	chrX	2910662523	35664000	2	1	1	1	1	1			
CRE_X_11840	chrX	2910518523	35520000	2	0	2	1	0	1			
CRE_X_11817	chrX	2910449523	35451000	2	1	1	1	1	1			
CRE_X_11746	chrX	2910236523	35238000	2	1	1	1	1	1			
CRE_X_11697	chrX	2910089523	35091000	2	1	1	1	1	1			
CRE_X_11685	chrX	2910053523	35055000	2	1	1	1	1	1			
