Rank	Pos	size	score	Enrichment	pvalue	MutNumber	Tumor
14977	chr15:78978420-78980529	2109	587	9.34193	58.78400	0	DHL
14978	chr6:33584988-33586213	1225	587	9.34193	58.78400	0	DHL
14979	chr1:9626373-9630846	4473	587	9.20181	58.75344	0	DHL
1498	chr14:68789122-68796796	7674	1000	48.88793	716.12256	3	DHL
14980	chr16:69106420-69107549	1129	587	14.52629	58.73535	0	DHL
14981	chr19:11535587-11536573	986	587	7.68027	58.70208	0	DHL
14982	chr21:41361734-41363152	1418	586	10.19302	58.63452	0	DHL
14983	chr8:42890667-42892800	2133	586	10.52393	58.62206	0	DHL
14984	chr17:40443026-40444516	1490	586	14.47865	58.61983	0	DHL
14985	chr18:111362-112021	659	586	15.10785	58.60435	0	DHL
14986	chr20:25984619-25985934	1315	586	15.10785	58.60435	0	DHL
14987	chr7:73156481-73157067	586	586	15.10785	58.60435	0	DHL
14988	chrX:47619242-47619990	748	586	15.10785	58.60435	0	DHL
14989	chr6:158909982-158912316	2334	585	9.42871	58.57066	0	DHL
1499	chr4:37825366-37828810	3444	1000	57.91412	716.03021	0	DHL
14990	chrX:131763936-131764544	608	585	12.79550	58.56749	0	DHL
14991	chr1:157806003-157807754	1751	585	9.02955	58.55939	0	DHL
14992	chr10:110356835-110359000	2165	585	9.02955	58.55939	0	DHL
14993	chr10:110459622-110460734	1112	585	9.70826	58.54781	0	DHL
14994	chr2:155248102-155249672	1570	585	9.70826	58.54781	0	DHL
14995	chr2:39228263-39229164	901	585	9.70826	58.54781	1	DHL
14996	chr14:63863911-63865099	1188	585	11.85641	58.54267	0	DHL
14997	chr13:21476768-21477237	469	585	11.22715	58.50911	0	DHL
14998	chr17:58666190-58667346	1156	585	11.22715	58.50911	0	DHL
14999	chr5:158923333-158924723	1390	584	8.65352	58.49662	0	DHL
15	chr7:101243610-101245981	2371	1000	51.17790	939.42212	0	DHL
150	chr8:125090043-125093229	3186	1000	54.62606	858.68610	0	DHL
1500	chr7:25948631-25951354	2723	1000	57.91412	716.03021	0	DHL
15000	chr7:93980497-93981333	836	584	8.65352	58.49662	0	DHL
15001	chr19:35868214-35870432	2218	584	8.11420	58.49415	0	DHL
15002	chr7:106868796-106873033	4237	584	8.11420	58.49415	0	DHL
15003	chr5:138132850-138133675	825	584	11.41724	58.47934	0	DHL
15004	chr15:92917028-92918060	1032	584	10.13335	58.40714	0	DHL
15005	chr2:11862285-11864337	2052	584	10.13335	58.40714	0	DHL
15006	chr3:120558188-120559113	925	584	10.13335	58.40714	0	DHL
15007	chr1:223142661-223143681	1020	583	14.69637	58.39484	0	DHL
15008	chr19:55353457-55354295	838	583	14.69637	58.39484	0	DHL
15009	chr1:52636428-52638326	1898	583	8.40674	58.38625	0	DHL
1501	chr1:153990186-153992420	2234	1000	52.15196	715.99957	0	DHL
15010	chr19:18396686-18397735	1049	583	10.63256	58.38422	0	DHL
15011	chr11:67355558-67357021	1463	583	9.24166	58.35022	0	DHL
15012	chr19:6737918-6738582	664	583	9.24166	58.35022	0	DHL
15013	chr8:55860912-55862232	1320	583	9.24166	58.35022	0	DHL
15014	chr21:33215122-33216950	1828	583	10.98351	58.33539	0	DHL
15015	chr20:44582256-44588368	6112	582	8.27827	58.27822	1	DHL
15016	chr13:49606663-49607221	558	582	10.60022	58.26849	0	DHL
15017	chr1:43565276-43566286	1010	581	12.66406	58.19634	0	DHL
15018	chr11:45921846-45923708	1862	581	12.66406	58.19634	0	DHL
15019	chr19:3360325-3361371	1046	581	12.66406	58.19634	0	DHL
1502	chrX:41330632-41338217	7585	1000	97.20415	715.92670	0	DHL
15020	chr7:69839571-69841218	1647	581	8.15609	58.18334	0	DHL
15021	chr1:230149010-230150969	1959	581	9.47409	58.17490	0	DHL
15022	chr3:115099371-115101390	2019	581	11.52554	58.16845	0	DHL
15023	chr3:123027067-123028704	1637	581	11.52554	58.16845	0	DHL
15024	chr12:26125275-26126704	1429	581	13.14432	58.11770	0	DHL
15025	chr3:119702486-119703499	1013	581	13.14432	58.11770	0	DHL
15026	chr20:40991689-40992421	732	581	7.84836	58.10912	0	DHL
15027	chr10:26448240-26450279	2039	580	8.92799	58.09966	0	DHL
15028	chr17:40531384-40533216	1832	580	8.92799	58.09966	0	DHL
15029	chr22:45317919-45319971	2052	580	8.92799	58.09966	0	DHL
1503	chr15:34099742-34103028	3286	1000	66.44344	715.71381	0	DHL
15030	chr11:107590582-107592054	1472	580	14.87591	58.06534	0	DHL
15031	chr22:45583244-45585058	1814	580	9.72993	58.03803	0	DHL
15032	chr11:83061796-83064098	2302	579	8.32637	57.98394	0	DHL
15033	chr17:28576628-28577457	829	579	14.19921	57.93730	1	DHL
15034	chr2:25851618-25852133	515	578	11.63880	57.86371	0	DHL
15035	chr15:31305850-31308445	2595	578	7.53271	57.84882	0	DHL
15036	chr14:105168959-105169533	574	578	11.84079	57.82224	0	DHL
15037	chr10:35195194-35196928	1734	578	6.90513	57.81904	0	DHL
15038	chr17:50930854-50931955	1101	578	13.57273	57.81787	0	DHL
15039	chr19:18323355-18323862	507	578	8.74319	57.80992	0	DHL
1504	chr20:4998011-5001326	3315	1000	66.44344	715.71381	0	DHL
15040	chr22:22162144-22162702	558	578	8.74319	57.80992	5	DHL
15041	chr2:118882781-118883445	664	577	14.76231	57.79942	0	DHL
15042	chr6:29723297-29724236	939	577	14.76231	57.79942	0	DHL
15043	chr2:61424014-61426471	2457	577	9.24039	57.76657	2	DHL
15044	chr6:150418438-150419620	1182	577	9.24039	57.76657	0	DHL
15045	chr9:34701410-34702251	841	577	9.24039	57.76657	0	DHL
15046	chr9:99236139-99237963	1824	577	9.24039	57.76657	0	DHL
15047	chr2:206250050-206251123	1073	577	13.53467	57.71929	0	DHL
15048	chr9:81587026-81589453	2427	577	13.53467	57.71929	0	DHL
15049	chr3:195635817-195636603	786	576	11.79215	57.67269	0	DHL
1505	chr5:134366187-134367997	1810	1000	56.61335	715.69708	0	DHL
15050	chr7:73719776-73720119	343	576	11.79215	57.67269	0	DHL
15051	chr17:81483874-81484944	1070	576	12.46391	57.62591	0	DHL
15052	chr6:25049843-25051680	1837	575	10.76202	57.57269	0	DHL
15053	chr6:106085149-106087229	2080	575	11.75738	57.56553	0	DHL
15054	chr2:233099388-233101465	2077	575	8.03465	57.54837	0	DHL
15055	chr2:37375209-37378236	3027	575	8.03465	57.54837	0	DHL
15056	chr2:70947035-70948957	1922	575	8.03465	57.54837	0	DHL
15057	chr5:124455184-124457607	2423	575	9.32510	57.54821	0	DHL
15058	chr1:203299477-203301597	2120	575	9.90785	57.53858	0	DHL
15059	chr1:9786307-9788532	2225	575	8.56431	57.51832	0	DHL
1506	chr2:53784263-53788760	4497	1000	53.71611	715.67963	0	DHL
15060	chr6:144582884-144584657	1773	575	8.56431	57.51832	0	DHL
15061	chr8:59054196-59055540	1344	575	8.56431	57.51832	0	DHL
15062	chr1:203625882-203627469	1587	575	9.59918	57.51002	0	DHL
15063	chr14:38127618-38128271	653	575	9.59918	57.51002	0	DHL
15064	chr2:55425317-55426253	936	575	9.59918	57.51002	0	DHL
15065	chr3:112293521-112294333	812	575	9.59918	57.51002	0	DHL
15066	chr5:73201651-73202147	496	575	9.59918	57.51002	0	DHL
15067	chr17:16491135-16492090	955	574	14.62195	57.46904	0	DHL
15068	chr11:26907354-26909156	1802	574	11.10070	57.43887	0	DHL
15069	chr15:37109489-37111341	1852	573	11.08681	57.39272	0	DHL
1507	chr2:9421733-9425570	3837	1000	53.71611	715.67963	0	DHL
15070	chr15:82843809-82846119	2310	573	11.08681	57.39272	0	DHL
15071	chr19:38769286-38770362	1076	573	11.08681	57.39272	0	DHL
15072	chr5:100774924-100775388	464	573	11.08681	57.39272	0	DHL
15073	chr1:198682067-198685210	3143	573	9.56934	57.38876	0	DHL
15074	chr12:113077991-113079632	1641	573	9.56934	57.38876	0	DHL
15075	chrX:41441889-41442367	478	573	12.62022	57.37634	0	DHL
15076	chr6:6927882-6928471	589	573	11.27272	57.35355	0	DHL
15077	chr15:85474248-85477099	2851	573	10.01552	57.34646	0	DHL
15078	chr17:7742852-7743731	879	573	10.01552	57.34646	0	DHL
15079	chr2:104447534-104449467	1933	573	10.01552	57.34646	0	DHL
1508	chr3:158801023-158804482	3459	1000	40.30819	715.59650	0	DHL
15080	chr2:68741711-68743883	2172	573	10.01552	57.34646	0	DHL
15081	chr22:46576267-46576860	593	573	10.01552	57.34646	0	DHL
15082	chr3:71562892-71566729	3837	573	10.01552	57.34646	0	DHL
15083	chr1:146376797-146378312	1515	573	14.87542	57.30992	1	DHL
15084	chr1:25267234-25268406	1172	573	14.87542	57.30992	0	DHL
15085	chr12:110846633-110847203	570	573	14.87542	57.30992	0	DHL
15086	chr7:75157148-75158125	977	573	14.87542	57.30992	0	DHL
15087	chrX:25012535-25013431	896	573	14.87542	57.30992	0	DHL
15088	chr12:26121762-26122553	791	573	13.10650	57.30592	0	DHL
15089	chr3:152834389-152835363	974	572	10.50446	57.29758	0	DHL
1509	chr12:123632356-123635226	2870	1000	57.16335	715.45087	0	DHL
15090	chr6:2940153-2940861	708	572	10.50446	57.29758	0	DHL
15091	chr3:187773254-187774742	1488	572	7.19282	57.28483	0	DHL
15092	chr14:61502106-61504044	1938	572	9.83903	57.27053	0	DHL
15093	chr8:66962592-66963549	957	571	12.07156	57.16741	0	DHL
15094	chr7:130140939-130141886	947	571	7.96094	57.15934	0	DHL
15095	chr6:158289684-158292486	2802	571	9.36882	57.14956	0	DHL
15096	chr17:68034675-68035477	802	571	12.78507	57.13729	0	DHL
15097	chr4:82798250-82799689	1439	571	14.16960	57.12711	0	DHL
15098	chr6:90078594-90082095	3501	571	11.00680	57.12603	0	DHL
15099	chr7:76178244-76178596	352	571	8.83301	57.10506	0	DHL
151	chr8:93737833-93741804	3971	1000	41.97120	858.27936	0	DHL
1510	chr3:57594394-57597507	3113	1000	64.46781	715.28668	0	DHL
15100	chr16:50245258-50245940	682	570	13.84299	57.05427	0	DHL
15101	chr8:143899458-143900026	568	570	8.24227	57.02480	0	DHL
15102	chr1:160400012-160400486	474	570	12.49058	57.01061	0	DHL
15103	chr2:241218178-241219216	1038	570	12.49058	57.01061	0	DHL
15104	chr22:23772362-23772813	451	570	12.49058	57.01061	0	DHL
15105	chr6:161635070-161638589	3519	570	12.49058	57.01061	0	DHL
15106	chr7:139035495-139036416	921	570	12.99570	57.00817	0	DHL
15107	chr2:54998525-54999685	1160	569	12.24184	56.98535	0	DHL
15108	chr17:58631636-58632707	1071	569	9.18072	56.93354	0	DHL
15109	chr1:91885138-91886902	1764	569	12.95919	56.90965	0	DHL
1511	chr4:122921604-122924686	3082	1000	64.46781	715.28668	0	DHL
15110	chr19:49388208-49388630	422	568	9.89647	56.89025	0	DHL
15111	chr5:119332526-119335706	3180	567	9.13885	56.75387	0	DHL
15112	chr6:20319614-20320683	1069	567	9.13885	56.75387	0	DHL
15113	chr11:47989813-47991850	2037	567	9.41397	56.75259	0	DHL
15114	chr7:49578714-49581454	2740	567	11.48765	56.72619	0	DHL
15115	chr10:110355433-110356773	1340	567	7.97756	56.72470	0	DHL
15116	chr10:26621978-26622915	937	567	12.14908	56.71531	0	DHL
15117	chr16:30775123-30776389	1266	567	12.14908	56.71531	0	DHL
15118	chr14:32976407-32980827	4420	566	13.14337	56.69440	0	DHL
15119	chr13:111114539-111115138	599	566	11.68499	56.67487	0	DHL
1512	chr14:100238760-100240104	1344	1000	79.15509	715.06482	0	DHL
15120	chr6:106669377-106669916	539	566	11.89485	56.64091	0	DHL
15121	chr10:6150833-6151908	1075	566	7.95510	56.60685	0	DHL
15122	chr1:85464118-85465726	1608	565	13.37602	56.58969	0	DHL
15123	chrX:155056884-155057816	932	565	13.37602	56.58969	0	DHL
15124	chr16:12026965-12028205	1240	565	8.47510	56.54452	0	DHL
15125	chr6:5580860-5581924	1064	565	8.47510	56.54452	0	DHL
15126	chr1:228456337-228459807	3470	565	11.63699	56.52744	0	DHL
15127	chr11:116928655-116932822	4167	565	11.63699	56.52744	0	DHL
15128	chr6:36839884-36840548	664	565	11.63699	56.52744	0	DHL
15129	chr8:38756396-38757857	1461	565	11.63699	56.52744	0	DHL
1513	chr22:50506184-50507782	1598	1000	63.66728	714.98816	0	DHL
15130	chrX:132480075-132481783	1708	565	11.63699	56.52744	0	DHL
15131	chrX:154917974-154918544	570	565	14.53520	56.51802	0	DHL
15132	chrY:19502252-19503426	1174	565	14.53520	56.51802	0	DHL
15133	chr2:144595879-144596710	831	565	9.95598	56.51246	0	DHL
15134	chrX:119481999-119483222	1223	564	13.33852	56.49262	0	DHL
15135	chr1:13712289-13713865	1576	564	9.49010	56.47713	0	DHL
15136	chr18:62505727-62507047	1320	564	9.49010	56.47713	0	DHL
15137	chr4:75555294-75557394	2100	564	9.49010	56.47713	0	DHL
15138	chr7:74288873-74289327	454	564	9.49010	56.47713	0	DHL
15139	chr15:55267158-55268130	972	564	10.27336	56.46571	0	DHL
1514	chr11:62645020-62647280	2260	1000	56.43737	714.92200	0	DHL
15140	chr17:17496422-17496976	554	564	12.29317	56.44853	0	DHL
15141	chr21:17783286-17785121	1835	564	11.60268	56.42180	0	DHL
15142	chr9:21986827-21989198	2371	564	11.60268	56.42180	0	DHL
15143	chr7:50281766-50282873	1107	564	8.68038	56.40733	0	DHL
15144	chr11:111574498-111575487	989	563	7.12743	56.39798	0	DHL
15145	chr12:9669042-9674478	5436	563	7.12743	56.39798	0	DHL
15146	chr2:42546469-42548108	1639	563	9.46060	56.35738	0	DHL
15147	chr1:158931115-158934567	3452	563	13.54565	56.30555	0	DHL
15148	chr10:87203237-87204267	1030	562	9.89769	56.29086	0	DHL
15149	chr7:98400583-98401619	1036	562	9.89769	56.29086	0	DHL
1515	chr16:23594684-23596765	2081	1000	58.57655	714.84094	0	DHL
15150	chr1:169711380-169712193	813	562	10.94647	56.28179	0	DHL
15151	chr16:637267-637857	590	562	10.94647	56.28179	0	DHL
15152	chr19:48858839-48859841	1002	562	10.94647	56.28179	0	DHL
15153	chr21:43916023-43917906	1883	562	11.12820	56.23328	0	DHL
15154	chr9:69190354-69191799	1445	562	11.12820	56.23328	0	DHL
15155	chr19:2784913-2785300	387	562	9.72462	56.22432	0	DHL
15156	chr6:42547297-42548133	836	562	9.72462	56.22432	0	DHL
15157	chr1:244815357-244816497	1140	562	10.37636	56.21620	0	DHL
15158	chr1:63326606-63327777	1171	562	10.37636	56.21620	0	DHL
15159	chr17:30808602-30809113	511	562	10.37636	56.21620	0	DHL
1516	chr15:58931025-58934942	3917	1000	59.85746	714.81104	0	DHL
15160	chr2:174341714-174343729	2015	562	10.37636	56.21620	0	DHL
15161	chr20:32631420-32633051	1631	562	10.37636	56.21620	0	DHL
15162	chr8:141205551-141206869	1318	561	12.44494	56.19116	0	DHL
15163	chr22:21816780-21819726	2946	561	10.71231	56.13182	0	DHL
15164	chr15:99510856-99512698	1842	561	8.73803	56.11508	0	DHL
15165	chr3:188239172-188242638	3466	561	6.85870	56.11029	14	DHL
15166	chr1:28173639-28177331	3692	561	10.34479	56.10351	0	DHL
15167	chr19:2323763-2326318	2555	561	10.34479	56.10351	0	DHL
15168	chr3:50674493-50675821	1328	560	14.04645	56.09269	0	DHL
15169	chr22:35329913-35330991	1078	560	8.15816	56.07005	0	DHL
1517	chr6:31793514-31796560	3046	1000	46.76225	714.70044	0	DHL
15170	chr3:181416128-181419267	3139	560	8.15816	56.07005	0	DHL
15171	chr1:144418739-144419411	672	560	14.64299	56.02221	0	DHL
15172	chr11:72642511-72643659	1148	560	14.64299	56.02221	0	DHL
15173	chr16:90106423-90107026	603	560	14.64299	56.02221	0	DHL
15174	chr17:32067079-32067519	440	560	14.64299	56.02221	0	DHL
15175	chr2:6864941-6866508	1567	560	14.64299	56.02221	0	DHL
15176	chr4:2418890-2419587	697	560	14.64299	56.02221	0	DHL
15177	chr7:73153949-73154866	917	560	14.64299	56.02221	0	DHL
15178	chr9:41643410-41644329	919	560	14.64299	56.02221	0	DHL
15179	chrX:135421309-135422778	1469	560	14.64299	56.02221	0	DHL
1518	chr9:137617352-137618943	1591	1000	51.09847	714.68561	0	DHL
15180	chr13:20120347-20121412	1065	559	14.00053	55.98131	0	DHL
15181	chr2:69648429-69648826	397	559	11.23001	55.91096	0	DHL
15182	chr10:125895493-125897111	1618	558	14.25103	55.84752	0	DHL
15183	chr6:90382278-90383301	1023	558	9.78004	55.84052	0	DHL
15184	chr14:106694633-106695248	615	558	11.84975	55.83383	0	DHL
15185	chr11:128548248-128549590	1342	558	12.31710	55.83086	0	DHL
15186	chr16:89246649-89247559	910	558	12.31710	55.83086	0	DHL
15187	chr4:4342101-4343479	1378	558	12.31710	55.83086	0	DHL
15188	chr9:9890727-9892837	2110	558	12.31710	55.83086	0	DHL
15189	chr1:28785283-28785819	536	557	10.79896	55.78947	0	DHL
1519	chr6:52282495-52286940	4445	1000	68.06458	714.58215	0	DHL
15190	chr4:53702237-53703583	1346	557	10.08166	55.76488	0	DHL
15191	chr9:36470657-36471569	912	557	10.08166	55.76488	0	DHL
15192	chr5:35796618-35797492	874	557	11.82063	55.74721	0	DHL
15193	chr14:44966595-44968175	1580	557	9.03730	55.74596	0	DHL
15194	chr17:2395415-2397493	2078	557	10.41904	55.74471	0	DHL
15195	chr18:36297711-36298302	591	557	14.51905	55.73529	0	DHL
15196	chr17:60089828-60092662	2834	557	9.30699	55.72917	0	DHL
15197	chr12:1532924-1534325	1401	556	7.68512	55.67838	0	DHL
15198	chr8:48318859-48319327	468	555	11.33650	55.59434	0	DHL
15199	chr18:23134591-23135657	1066	555	12.99044	55.58268	0	DHL
152	chr3:129248280-129250914	2634	1000	47.80433	858.24756	0	DHL
1520	chr7:100691558-100694099	2541	1000	68.06458	714.58215	0	DHL
15200	chr8:67393130-67394322	1192	555	7.15068	55.57819	0	DHL
15201	chr19:19618901-19619444	543	555	8.38589	55.57525	0	DHL
15202	chr16:87809073-87810560	1487	555	9.55864	55.57257	0	DHL
15203	chr5:32013190-32014911	1721	555	9.11788	55.51772	0	DHL
15204	chr10:102641702-102642192	490	554	12.95289	55.48351	0	DHL
15205	chr1:44842587-44843626	1039	554	10.88934	55.45164	0	DHL
15206	chr18:77150923-77152520	1597	554	10.88934	55.45164	0	DHL
15207	chr2:11743600-11745093	1493	554	9.38102	55.44919	0	DHL
15208	chr2:26298896-26300039	1143	554	9.38102	55.44919	0	DHL
15209	chr14:100193243-100193646	403	553	10.14808	55.39537	0	DHL
1521	chr1:1397664-1401757	4093	1000	68.44727	714.53674	0	DHL
15210	chr2:223804773-223806351	1578	553	10.14808	55.39537	0	DHL
15211	chr22:23144533-23146062	1529	553	10.14808	55.39537	0	DHL
15212	chr22:36252682-36253898	1216	553	10.49629	55.38953	0	DHL
15213	chr1:54474517-54475627	1110	553	11.48183	55.38793	0	DHL
15214	chr1:94962556-94963512	956	553	11.48183	55.38793	0	DHL
15215	chr19:38792167-38793218	1051	553	11.48183	55.38793	0	DHL
15216	chr2:89027145-89028838	1693	553	11.48183	55.38793	5	DHL
15217	chr4:186104262-186105774	1512	553	13.17931	55.36783	0	DHL
15218	chr8:101330888-101333461	2573	552	8.44121	55.29475	0	DHL
15219	chr20:49188538-49188944	406	552	11.44798	55.28380	0	DHL
1522	chr12:51237903-51240341	2438	1000	48.79872	714.39276	0	DHL
15220	chrX:40167123-40168854	1731	552	13.14236	55.27228	0	DHL
15221	chr13:27953465-27954092	627	552	14.30809	55.24334	0	DHL
15222	chr17:19128560-19128990	430	552	14.30809	55.24334	0	DHL
15223	chrX:130111095-130111756	661	552	14.30809	55.24334	0	DHL
15224	chrX:41009696-41010629	933	552	14.30809	55.24334	0	DHL
15225	chr10:6399696-6402063	2367	552	9.77986	55.24038	0	DHL
15226	chr3:77155089-77156450	1361	552	9.77986	55.24038	0	DHL
15227	chr5:112927411-112929791	2380	552	9.77986	55.24038	0	DHL
15228	chr11:129972005-129973188	1183	551	10.80613	55.17637	0	DHL
15229	chr11:17385553-17387043	1490	551	10.80613	55.17637	0	DHL
1523	chr14:92120123-92123617	3494	1000	63.47359	714.24438	0	DHL
15230	chr8:26467061-26468115	1054	551	10.80613	55.17637	0	DHL
15231	chr12:49537571-49539222	1651	551	10.24825	55.14014	0	DHL
15232	chr22:35627320-35628095	775	551	10.24825	55.14014	0	DHL
15233	chr5:373873-374811	938	551	10.24825	55.14014	0	DHL
15234	chr14:40417424-40418036	612	551	8.64305	55.12979	0	DHL
15235	chr4:40856572-40857499	927	551	8.07406	55.11975	0	DHL
15236	chr17:35460215-35461241	1026	551	10.98368	55.11860	0	DHL
15237	chr4:185479818-185481185	1367	551	13.64370	55.10757	0	DHL
15238	chr20:50804287-50806297	2010	550	9.89697	55.08017	0	DHL
15239	chr13:113153043-113154039	996	550	7.39316	55.05353	0	DHL
1524	chr2:112054899-112057346	2447	1000	63.47359	714.24438	0	DHL
15240	chr10:50357450-50362440	4990	550	10.21708	55.02896	0	DHL
15241	chr14:62080436-62081886	1450	550	10.21708	55.02896	0	DHL
15242	chr4:40316182-40317586	1404	550	8.61576	55.00602	0	DHL
15243	chr6:149990527-149991537	1010	548	13.55731	54.89380	0	DHL
15244	chr4:108035865-108036365	500	548	8.46709	54.87135	0	DHL
15245	chr11:64868790-64872152	3362	548	11.10716	54.87001	0	DHL
15246	chr16:88681257-88681974	717	547	9.66361	54.79592	0	DHL
15247	chr20:49702287-49704927	2640	547	11.08225	54.79068	0	DHL
15248	chr2:161414221-161415402	1181	547	12.42493	54.75676	0	DHL
15249	chr14:47932783-47934619	1836	547	8.93576	54.74288	0	DHL
1525	chr2:55268249-55270318	2069	1000	63.47359	714.24438	0	DHL
15250	chr15:67501396-67502738	1342	547	8.93576	54.74288	0	DHL
15251	chr19:18086513-18087456	943	547	8.93576	54.74288	0	DHL
15252	chr1:149811992-149812449	457	547	14.41057	54.74132	0	DHL
15253	chr14:102776607-102777194	587	547	14.41057	54.74132	0	DHL
15254	chr15:101961204-101961613	409	547	14.41057	54.74132	0	DHL
15255	chr5:93584268-93586189	1921	547	14.41057	54.74132	0	DHL
15256	chr8:22066503-22067323	820	547	14.41057	54.74132	0	DHL
15257	chr9:62897997-62898411	414	547	14.41057	54.74132	0	DHL
15258	chrX:40083155-40084689	1534	547	14.41057	54.74132	0	DHL
15259	chr17:81927607-81928799	1192	547	7.79600	54.73679	0	DHL
1526	chr5:134647611-134650737	3126	1000	57.80167	714.21564	0	DHL
15260	chr13:113407195-113408449	1254	547	9.20001	54.71071	0	DHL
15261	chr17:77464844-77466723	1879	547	9.20001	54.71071	0	DHL
15262	chr10:98414448-98415579	1131	546	12.14362	54.65717	0	DHL
15263	chr22:28883830-28884928	1098	546	12.14362	54.65717	0	DHL
15264	chr15:64911317-64912389	1072	546	8.29667	54.61056	0	DHL
15265	chr15:89430418-89431140	722	546	8.29667	54.61056	0	DHL
15266	chr7:27912209-27913828	1619	546	8.29667	54.61056	0	DHL
15267	chr19:20269481-20272235	2754	545	14.33875	54.57539	0	DHL
15268	chr22:22369529-22370458	929	545	11.00818	54.55403	2	DHL
15269	chr6:113630736-113631996	1260	545	9.44619	54.53985	0	DHL
1527	chr16:46827673-46832465	4792	1000	69.51511	714.05768	0	DHL
15270	chr6:43455667-43456267	600	545	12.58892	54.51209	0	DHL
15271	chr6:106695071-106698552	3481	544	8.49370	54.44875	0	DHL
15272	chr9:4605181-4606357	1176	544	9.27194	54.42625	0	DHL
15273	chr16:67546787-67549172	2385	544	7.54650	54.41678	0	DHL
15274	chr18:54217294-54221423	4129	544	7.54650	54.41678	0	DHL
15275	chr6:34656956-34658233	1277	544	7.54650	54.41678	0	DHL
15276	chr2:197198055-197199807	1752	543	10.02279	54.33036	0	DHL
15277	chr1:156492829-156495047	2218	543	8.35045	54.32647	0	DHL
15278	chr1:167752571-167754098	1527	543	8.35045	54.32647	0	DHL
15279	chr8:80142115-80144131	2016	542	6.51864	54.29348	0	DHL
1528	chr19:1025929-1029214	3285	1000	69.51511	714.05768	0	DHL
15280	chr2:233794070-233795006	936	542	11.32667	54.25423	0	DHL
15281	chr7:102337184-102337993	809	542	11.32667	54.25423	0	DHL
15282	chr9:97500980-97501576	596	542	11.32667	54.25423	0	DHL
15283	chr1:43933044-43934870	1826	541	9.66203	54.19509	0	DHL
15284	chr17:2265525-2267358	1833	541	9.66203	54.19509	0	DHL
15285	chr20:43731524-43733967	2443	541	9.66203	54.19509	0	DHL
15286	chrX:103554457-103555278	821	541	9.66203	54.19509	0	DHL
15287	chr2:97045998-97047516	1518	541	7.98995	54.17393	0	DHL
15288	chr9:124852653-124853682	1029	541	7.98995	54.17393	0	DHL
15289	chr3:123884417-123885018	601	541	12.98261	54.15240	0	DHL
1529	chr7:38177556-38180227	2671	1000	43.44758	713.96326	0	DHL
15290	chr5:180990046-180991282	1236	541	12.98261	54.15240	0	DHL
15291	chr7:5296845-5297661	816	541	7.32138	54.15176	0	DHL
15292	chr1:39798963-39800114	1151	541	8.54807	54.14923	0	DHL
15293	chr17:79728247-79729185	938	541	8.54807	54.14923	0	DHL
15294	chr19:48746827-48747550	723	541	8.54807	54.14923	0	DHL
15295	chr21:38734055-38734672	617	541	8.54807	54.14923	0	DHL
15296	chr4:42625959-42629077	3118	541	8.54807	54.14923	0	DHL
15297	chr7:4711556-4713945	2389	541	9.49581	54.14716	0	DHL
15298	chr15:73636026-73636632	606	541	11.95170	54.11179	0	DHL
15299	chr19:10420541-10421661	1120	541	11.95170	54.11179	0	DHL
153	chr6:135052780-135055760	2980	1000	73.17981	858.18701	0	DHL
1530	chr1:156747281-156753357	6076	1000	56.50427	713.89404	0	DHL
15300	chr6:27126614-27127860	1246	541	9.05302	54.10281	0	DHL
15301	chr2:207766677-207767675	998	540	10.66579	54.07655	0	DHL
15302	chr5:50744201-50745353	1152	540	10.66579	54.07655	0	DHL
15303	chr21:45074757-45075690	933	540	10.12015	54.06946	0	DHL
15304	chr4:184417064-184417794	730	540	10.12015	54.06946	0	DHL
15305	chr9:38227160-38227784	624	540	12.94621	54.05837	0	DHL
15306	chr13:101626633-101628270	1637	540	9.77628	54.02830	1	DHL
15307	chr9:39808774-39809200	426	539	14.08098	53.97549	0	DHL
15308	chr7:100866932-100868696	1764	539	10.08936	53.95979	0	DHL
15309	chr11:67613702-67614792	1090	539	10.44111	53.95006	0	DHL
1531	chr1:9539490-9542849	3359	1000	56.50427	713.89404	0	DHL
15310	chr13:80716393-80717299	906	539	8.87470	53.91776	0	DHL
15311	chr3:128608114-128608528	414	539	8.87470	53.91776	0	DHL
15312	chr2:173075511-173076904	1393	538	13.43379	53.86992	0	DHL
15313	chr19:10867690-10868575	885	538	7.71645	53.80833	0	DHL
15314	chr2:111674606-111676339	1733	537	9.54718	53.75650	0	DHL
15315	chr17:18224935-18225449	514	537	8.83422	53.74471	0	DHL
15316	chr18:77208470-77209445	975	537	8.83422	53.74471	0	DHL
15317	chr19:37931773-37933449	1676	537	8.83422	53.74471	0	DHL
15318	chr20:43710898-43712962	2064	537	8.83422	53.74471	0	DHL
15319	chr5:139755288-139756641	1353	537	8.83422	53.74471	0	DHL
1532	chr19:7069278-7071171	1893	1000	56.50427	713.89404	0	DHL
15320	chr12:26827465-26829281	1816	537	10.74488	53.70320	0	DHL
15321	chr16:19884463-19884890	427	537	13.65905	53.70026	0	DHL
15322	chr10:73910526-73911871	1345	536	8.20746	53.65051	0	DHL
15323	chr6:6406002-6408568	2566	536	8.54926	53.60607	0	DHL
15324	chr10:27354013-27355113	1100	535	11.52510	53.53765	0	DHL
15325	chr2:32824728-32826221	1493	535	8.91065	53.50682	0	DHL
15326	chr19:7926218-7926612	394	534	11.97014	53.48963	0	DHL
