BIN_id	chr	start	end	NumRecordsAll	NumR_FL	NumR_DHL	NumPatientsAll	NumP_FL	NumP_DHL	gene	Enhancer	Histone
CRE_6_39267	chr6	1178996325	117801000	4	4	0	1	1	0			
CRE_6_33807	chr6	1162616325	101421000	4	4	0	1	1	0	GRIK2		
CRE_6_31037	chr6	1154306325	93111000	4	0	4	1	0	1			
CRE_6_19169	chr6	1118702325	57507000	8	4	4	1	1	1	PRIM2		
CRE_6_12999	chr6	1100192325	38997000	4	4	0	1	1	0	DNAH8		
CRE_5_54636	chr5	1043565066	163908000	5	4	1	1	1	1		H3K27ac|chr5:163906550-163910473	Only_27ac_27208
CRE_5_54606	chr5	1043475066	163818000	6	4	2	2	2	1			
CRE_4_56974	chr4	860364511	170922000	6	4	2	1	1	1			
CRE_4_47544	chr4	832074511	142632000	6	4	2	1	1	1	INPP4B		
CRE_4_45140	chr4	824862511	135420000	5	4	1	2	2	1			
CRE_4_44856	chr4	824010511	134568000	4	0	4	2	0	2			
CRE_4_42138	chr4	815856511	126414000	4	0	4	1	0	1			
CRE_4_40230	chr4	810132511	120690000	4	4	0	1	1	0	PRDM5		
CRE_4_37921	chr4	803205511	113763000	4	3	1	3	2	1	CAMK2D	H3K27ac|chr4:113756576-113763629	Both|chr4:113756576-113763629
CRE_4_37187	chr4	801003511	111561000	4	3	1	3	2	1			
CRE_4_28084	chr4	773694511	84252000	6	3	3	2	1	2	LOC101928978		
CRE_4_19217	chr4	747093511	57651000	4	1	3	2	1	1			
CRE_4_15499	chr4	735939511	46497000	4	3	1	3	2	1			
CRE_3_63549	chr3	681793952	190647000	4	2	2	3	2	1	IL1RAP		
CRE_3_62776	chr3	679474952	188328000	5	4	1	1	1	1	LPP		
CRE_3_62262	chr3	677932952	186786000	4	0	4	4	0	4	EIF4A2	H3K27ac|chr3:186782550-186786596	Both|chr3:186782550-186786596
CRE_3_61193	chr3	674725952	183579000	4	4	0	1	1	0		SE|chr3:183484656-183593911	
CRE_3_5505	chr3	507661952	16515000	4	1	3	3	1	3	RFTN1	H3K27ac|chr3:16494133-16517309,SE|chr3:16359087-16517371	Both|chr3:16506233-16517133
CRE_3_5482	chr3	507592952	16446000	4	4	0	1	1	0	RFTN1	H3K27ac|chr3:16423012-16455931,SE|chr3:16359087-16517371	Only_27ac_21897
CRE_3_5460	chr3	507526952	16380000	5	1	4	2	1	2	RFTN1	H3K27ac|chr3:16370409-16384144,SE|chr3:16359087-16517371	Both|chr3:16377530-16378326
CRE_3_49494	chr3	639628952	148482000	4	4	0	2	2	0			
CRE_3_47958	chr3	635020952	143874000	4	4	0	1	1	0			
CRE_3_47950	chr3	634996952	143850000	4	4	0	1	1	0	SLC9A9		Only_4me3_17622
CRE_3_46985	chr3	632101952	140955000	4	4	0	1	1	0	SLC25A36		
CRE_3_28393	chr3	576325952	85179000	7	4	3	1	1	1	CADM2		
CRE_3_25494	chr3	567628952	76482000	4	0	4	1	0	1	ROBO2		
CRE_3_21568	chr3	555850952	64704000	4	4	0	1	1	0			
CRE_3_20213	chr3	551785952	60639000	4	0	4	2	0	2	FHIT		
CRE_3_20209	chr3	551773952	60627000	4	1	3	2	1	1	FHIT		
CRE_3_20194	chr3	551728952	60582000	4	2	2	2	2	1	FHIT		
CRE_3_17251	chr3	542899952	51753000	5	3	2	2	1	2			
CRE_3_16161	chr3	539629952	48483000	4	4	0	2	2	0	SHISA5		
CRE_2_61556	chr2	433621423	184668000	4	0	4	1	0	1	ZNF804A		
CRE_2_60873	chr2	431572423	182619000	4	4	0	1	1	0			
CRE_2_27798	chr2	332347423	83394000	6	4	2	1	1	1			
CRE_2_21789	chr2	314320423	65367000	4	4	0	2	2	0	SPRED2	H3K27ac|chr2:65349328-65375620,SE|chr2:65349076-65437368	Both|chr2:65363203-65368105
CRE_2_21775	chr2	314278423	65325000	4	0	4	2	0	2	SPRED2	H3K27ac|chr2:65322363-65327096	Both|chr2:65323500-65324170,Only_27ac_17312,Only_27ac_17313
CRE_2_21771	chr2	314266423	65313000	4	0	4	1	0	1	SPRED2		
CRE_2_15900	chr2	296653423	47700000	4	0	4	3	0	3	LOC440864	H3K27ac|chr2:47688231-47704732,SE|chr2:47688002-47788032	Both|chr2:47694833-47701709
CRE_2_13271	chr2	288766423	39813000	5	5	0	3	3	0			
CRE_22_7646	chr22	2847118055	22938000	4	1	3	3	1	3		H3K27ac|chr22:22905824-22956118,SE|chr22:22848569-22956505	Only_27ac_20913
CRE_22_7629	chr22	2847067055	22887000	4	3	1	2	1	1	IGL	H3K27ac|chr22:22877573-22900242,SE|chr22:22848569-22956505	Both|chr22:22884180-22897526
CRE_22_7441	chr22	2846503055	22323000	4	3	1	1	1	1	BMS1P20		
CRE_20_19063	chr20	2770214905	57189000	4	4	0	1	1	0	BMP7		
CRE_20_18068	chr20	2767229905	54204000	4	0	4	1	0	1			
CRE_1_78033	chr1	234096001	234099000	4	0	4	2	0	2	SLC35F3		
CRE_1_73385	chr1	220152001	220155000	8	4	4	1	1	1	RAB3GAP2		
CRE_1_64848	chr1	194541001	194544000	4	4	0	2	2	0			
CRE_1_59307	chr1	177918001	177921000	7	4	3	1	1	1			
CRE_1_33557	chr1	100668001	100671000	4	4	0	1	1	0			
CRE_1_17718	chr1	53151001	53154000	4	4	0	2	2	0			
CRE_18_25492	chr18	2650511004	76476000	4	0	4	1	0	1	ZNF516		
CRE_18_21070	chr18	2637245004	63210000	4	2	2	3	1	2	BCL2	H3K27ac|chr18:63206374-63210342	Only_27ac_14740
CRE_18_20397	chr18	2635226004	61191000	4	4	0	1	1	0			
CRE_18_20321	chr18	2634998004	60963000	5	4	1	1	1	1			
CRE_18_1392	chr18	2578211004	4176000	4	4	0	1	1	0	DLGAP1		
CRE_18_11383	chr18	2608184004	34149000	4	2	2	2	1	1	NOL4		
CRE_17_19947	chr17	2550618563	59841000	4	0	4	3	0	3	VMP1	H3K27ac|chr17:59836308-59840301	Both|chr17:59837366-59840301
CRE_16_26241	chr16	2479162218	78723000	4	2	2	3	1	2	WWOX		
CRE_16_26226	chr16	2479117218	78678000	4	2	2	2	1	1	WWOX		
CRE_16_26182	chr16	2478985218	78546000	4	3	1	2	1	1	WWOX		
CRE_15_19791	chr15	2357821029	59373000	4	0	4	3	0	3	MYO1E	H3K27ac|chr15:59366234-59380143,SE|chr15:59290141-59419263	Both|chr15:59368589-59375716
CRE_15_15175	chr15	2343973029	45525000	4	1	3	2	1	2	SLC30A4		Only_4me3_7723
CRE_15_14895	chr15	2343133029	44685000	4	0	4	1	0	1	PATL2		
CRE_14_35438	chr14	2297718311	106314000	4	4	0	1	1	0	IGH		
CRE_14_35227	chr14	2297085311	105681000	4	4	0	1	1	0	IGH	H3K27ac|chr14:105679229-105680319,SE|chr14:105661424-105776977	Only_27ac_9824
CRE_14_34413	chr14	2294643311	103239000	7	4	3	1	1	1			
CRE_14_31905	chr14	2287119311	95715000	5	1	4	4	1	4	TCL1A	H3K27ac|chr14:95708592-95714173,SE|chr14:95644528-95714140	Both|chr14:95708995-95714173
CRE_14_16356	chr14	2240472311	49068000	4	4	0	2	2	0	LOC105378178		
CRE_13_29769	chr13	2166346983	89307000	4	4	0	1	1	0			
CRE_13_26026	chr13	2155117983	78078000	4	4	0	2	2	0			
CRE_13_24162	chr13	2149525983	72486000	4	0	4	1	0	1			
CRE_13_21417	chr13	2141290983	64251000	4	0	4	1	0	1			
CRE_13_16068	chr13	2125243983	48204000	4	3	1	3	2	1	LOC105370198		
CRE_12_9025	chr12	1970839674	27075000	4	4	0	1	1	0			
CRE_12_30716	chr12	2035912674	92148000	5	1	4	3	1	3	BTG1	H3K27ac|chr12:92137034-92145873	Both|chr12:92137034-92145873,Only_4me3_5624
CRE_12_27860	chr12	2027344674	83580000	5	4	1	3	3	1			
CRE_12_20642	chr12	2005690674	61926000	5	5	0	3	3	0	FAM19A2		
CRE_12_20239	chr12	2004481674	60717000	4	0	4	1	0	1			
CRE_12_19758	chr12	2003038674	59274000	4	3	1	2	1	1			
CRE_12_10214	chr12	1974406674	30642000	4	0	4	1	0	1	IPO8		
CRE_12_10213	chr12	1974403674	30639000	4	0	4	1	0	1	IPO8		
CRE_11_37127	chr11	1920059052	111381000	5	1	4	4	1	4	POU2AF1	H3K27ac|chr11:111375527-111385415,SE|chr11:111356794-111448998	Both|chr11:111375527-111380883
CRE_11_30164	chr11	1899170052	90492000	4	4	0	1	1	0	DISC1FP1		
CRE_11_30153	chr11	1899137052	90459000	6	4	2	2	2	1	DISC1FP1		
CRE_11_30138	chr11	1899092052	90414000	8	4	4	1	1	1	DISC1FP1		
CRE_11_30122	chr11	1899044052	90366000	8	4	4	1	1	1	DISC1FP1		
CRE_11_29262	chr11	1896464052	87786000	4	3	1	3	2	1	LOC107984361		
CRE_11_12970	chr11	1847588052	38910000	4	4	0	1	1	0			
CRE_10_31181	chr10	1768423630	93543000	4	4	0	1	1	0			
CRE_10_30712	chr10	1767016630	92136000	4	3	1	3	2	1	CPEB3		
CRE_10_20541	chr10	1736503630	61623000	4	4	0	1	1	0			
CRE_10_11005	chr10	1707895630	33015000	4	4	0	1	1	0	LOC101929475		
