Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
P11172	UMPS	Uridine_5'-monophosphate_synthase_OS=Homo_sapiens_OX=9606	349030054	365181396	338089209	361079879	345292525	349376964	306399756	312745370	303276828	347447996	348298010	341766262	290826860	276946773	282287797	257562714	255183566	252436292
Q9BT78	COPS4	COP9_signalosome_complex_subunit_4_OS=Homo_sapiens_OX=9606	340397275	343854515	339377187	399281889	407621491	399253816	479865968	470800889	467057581	421893962	412519015	428062781	255169470	276103988	268474211	423387204	415567534	439987858
Q9UQ80	PA2G4	Proliferation-associated_protein_2G4_OS=Homo_sapiens_OX=9606	2104181717	2176559910	2179468433	2498587792	2463980434	2476096793	2096565871	2008350260	1977845566	2486021330	2309032933	2306396927	1823568841	1745737960	1842888052	1909969981	1974302171	2003326600
P20701	ITGAL	Integrin_alpha-L_OS=Homo_sapiens_OX=9606	913066688	914227278	839731509	763486832	658308108	644240617	756099432	707965125	722054513	705428359	746227607	694267242	1015024156	999265156	1054161493	849202053	841940598	839769366
Q9BZZ5	API5	Apoptosis_inhibitor_5_OS=Homo_sapiens_OX=9606	790628965	772298045	765926440	651858617	635349240	632090782	1019456803	1095842223	1048451678	872745827	896050561	906281556	773296022	738797780	784352047	873206702	820716912	842110126
Q12912	IRAG2	"Inositol_1,4,5-triphosphate_receptor_associated_2_OS=Homo_sapiens_OX=9606"	426568035	399721939	424454364	477570215	501620978	491316522	364855432	351505497	350264136	428962508	470860134	464639489	622208861	596278679	580762379	799900344	741043475	762495242
P54920	NAPA	Alpha-soluble_NSF_attachment_protein_OS=Homo_sapiens_OX=9606	482219938	535869342	317185421	1018053023	1006085909	1008429760	742378028	707249564	687108970	1218038805	1057623916	1065133611	594619632	554355733	530111886	1108527017	1190748259	1283396999
Q13576	IQGAP2	Ras_GTPase-activating-like_protein_IQGAP2_OS=Homo_sapiens_OX=9606	51886929	68148770	46114381	36056965	40833649	46603789	52443080	53325994	51225092	38513917	29454812	31057294	41046785	42874958	44256420	58791852	29992408	70963101
P26368	U2AF2	Splicing_factor_U2AF_65_kDa_subunit_OS=Homo_sapiens_OX=9606	748175651	713199107	831971677	807899111	811075420	760744260	677639507	730188939	706790908	793237033	783011515	788758840	702737378	645297041	662973066	734223978	767685616	733611004
P21281	ATP6V1B2	"V-type_proton_ATPase_subunit_B,_brain_isoform_OS=Homo_sapiens_OX=9606"	443695499	426965019	501436368	439756945	438105991	559451475	376690309	418656021	427151212	468012001	497285793	637959828	491603197	512146200	460222331	537186056	547353284	545368954
Q14258	TRIM25	E3_ubiquitin/ISG15_ligase_TRIM25_OS=Homo_sapiens_OX=9606	337040999	360314444	335492601	472936259	390867784	453805434	313980399	310132992	328755721	393695772	394745791	414208564	299962431	314133101	332240227	355054051	354567182	374278564
Q15435	PPP1R7	Protein_phosphatase_1_regulatory_subunit_7_OS=Homo_sapiens_OX=9606	252429128	299046465	285749603	385572430	344624288	363733157	296788140	278961955	295180021	424843451	412131600	418891780	265469837	290678568	306484621	383042110	404539491	404123752
Q10713	PMPCA	Mitochondrial-processing_peptidase_subunit_alpha_OS=Homo_sapiens_OX=9606	368126084	435683886	443348361	460167409	431572359	443932378	380819864	371215216	372223626	471222697	403808322	402461176	497326473	417295793	497221934	588919804	530944170	534660721
P13647	KRT5	"Keratin,_type_II_cytoskeletal_5_OS=Homo_sapiens_OX=9606"	564557893	578539053	605199284	504012132	474935167	500102895	681640122	687032353	639851937	497254636	541653350	510519585	742949091	607367375	600260785	544861143	540645715	534053611
P06493	CDK1	Cyclin-dependent_kinase_1_OS=Homo_sapiens_OX=9606	400284244	474075655	407931122	483185615	479518577	492706423	458875133	498794580	480037584	517318251	440683262	494375112	218312375	234032030	225162128	296924761	292658518	286179017
P62333	PSMC6	26S_proteasome_regulatory_subunit_10B_OS=Homo_sapiens_OX=9606	439754410	407158143	433693474	547676762	616788049	617912843	300023110	301380264	308840879	607376670	522208709	580023510	386190457	358213591	372122628	548183065	544066852	506110965
P60891	PRPS1	Ribose-phosphate_pyrophosphokinase_1_OS=Homo_sapiens_OX=9606	1055981114	1008077804	994828081	1326753665	1266275080	1331470603	1146888628	1181915538	1164235466	1293842938	1352651527	1279617282	1173763502	1252722919	1244825705	1401845194	1425860586	1426361569
O94874	UFL1	E3_UFM1-protein_ligase_1_OS=Homo_sapiens_OX=9606	482753528	517658956	506816123	486070369	414221266	435057661	480308711	476264075	472543052	363472544	414097257	352431285	439349924	458711388	432034439	367823981	370630175	351204107
Q99873	PRMT1	Protein_arginine_N-methyltransferase_1_OS=Homo_sapiens_OX=9606	1068151492	1189070578	1103865225	1113647255	1052651922	1065273561	1036033094	1124132843	1121557148	1278328057	1105204796	1199588043	898749086	840033060	915879310	853626517	841114311	807225342
Q92619	ARHGAP45	Rho_GTPase-activating_protein_45_OS=Homo_sapiens_OX=9606	193410032	201924641	194081721	228617165	213960523	216345777	182582002	182078819	179821897	213729551	202382796	185690540	195413579	211400825	208549306	213720556	203147162	201796885
Q9NUU7	DDX19A	ATP-dependent_RNA_helicase_DDX19A_OS=Homo_sapiens_OX=9606	759934634	740410707	797912044	932227816	754318002	744839970	750998803	774383837	749648297	817226624	766718422	737729019	712530932	727720878	720501932	770002638	789361025	785808024
P11717	IGF2R	Cation-independent_mannose-6-phosphate_receptor_OS=Homo_sapiens_OX=9606	108770941	113661335	116280236	110706282	101290329	104344498	112565666	116539321	111941018	105959296	109365114	94906553	161644099	167018391	162077950	151706768	169958486	165868581
O94973	AP2A2	AP-2_complex_subunit_alpha-2_OS=Homo_sapiens_OX=9606	120749181	154539157	140504134	146008590	147254930	163347808	168511118	154003362	163308824	180910743	186085066	194733665	187957086	175358765	180348293	166453444	160266073	150425426
Q16822	PCK2	"Phosphoenolpyruvate_carboxykinase_[GTP],_mitochondrial_OS=Homo_sapiens_OX=9606"	311431371	330834536	318393460	323738261	333984424	353187073	309803333	306043599	296832099	307051031	279224313	290110822	426252568	441723279	425727420	467205430	489317463	487375681
Q96DI7	SNRNP40	U5_small_nuclear_ribonucleoprotein_40_kDa_protein_OS=Homo_sapiens_OX=9606	356084955	354609357	369192961	390875878	409992572	431214170	300695711	338072093	326546780	351441623	341555688	386041555	310513459	284320432	315886694	327039925	322245112	302241400
P30740	SERPINB1	Leukocyte_elastase_inhibitor_OS=Homo_sapiens_OX=9606	1024265667	1052119669	913820210	1073294405	947811268	970749604	1112655007	1264194385	1267107918	1109272912	1027952074	1199621967	1247152894	1300412097	1281520342	1245895339	1089195988	1082556422
O60488	ACSL4	Long-chain-fatty-acid--CoA_ligase_4_OS=Homo_sapiens_OX=9606	270291290	283510604	262727582	305067379	303783498	298606386	219023823	225523125	218680701	267905171	244181154	252224842	291100868	278643410	293503079	293356632	320536297	311895028
Q14684	RRP1B	Ribosomal_RNA_processing_protein_1_homolog_B_OS=Homo_sapiens_OX=9606	346667222	349999282	356582087	340880243	370862739	404923028	387977355	369069129	367112856	412918588	370866406	395665060	310079571	326462377	317692565	288826002	298557737	305087886
Q15008	PSMD6	26S_proteasome_non-ATPase_regulatory_subunit_6_OS=Homo_sapiens_OX=9606	666848900	581402669	605763990	771160253	815702358	834578326	829619869	788505020	846433194	778033405	789572807	765572360	465196313	442557636	435534843	1098793804	1197287239	1120209424
P50995	ANXA11	Annexin_A11_OS=Homo_sapiens_OX=9606	670208114	703102488	670000088	656454478	642662416	697700275	645673211	597250279	586746695	628745289	579527806	634531183	630226162	737791386	631539268	699291344	751000275	707787467
Q9NY65	TUBA8	Tubulin_alpha-8_chain_OS=Homo_sapiens_OX=9606	33461690	69108018	4761640	18871770	20594217	21341274	6121635	5474438	65324013	4642368	5033922	5761902	8710152	5058400	7125959	3832665	84800602	737643
P15121	AKR1B1	Aldo-keto_reductase_family_1_member_B1_OS=Homo_sapiens_OX=9606	714819125	758877961	781188748	1658634522	1725562336	1669285651	649021989	641825776	652784086	1465676185	1591391408	1519785123	713100949	687019934	689029811	1421547584	1525076730	1476079411
Q16836	HADH	"Hydroxyacyl-coenzyme_A_dehydrogenase,_mitochondrial_OS=Homo_sapiens_OX=9606"	1063775223	1090389572	1182448731	1069380889	1194580546	1092413123	875379837	899945627	931470686	1116540551	1214494642	1148466048	1326621764	1253928216	1278389827	1377691209	1460813989	1470011431
P41240	CSK	Tyrosine-protein_kinase_CSK_OS=Homo_sapiens_OX=9606	898245353	960846558	936372628	966047822	1003880571	1011801850	787866049	847700784	851072263	909431547	873112692	861182546	836884845	803048062	789269141	816197643	854813551	822590057
P13489	RNH1	Ribonuclease_inhibitor_OS=Homo_sapiens_OX=9606	646566769	438230759	620125891	530386579	549798661	428043242	412754457	293562481	386213836	401137781	413989983	555024408	336401419	488364945	284719142	413167634	438752911	552782520
Q9Y2W1	THRAP3	Thyroid_hormone_receptor-associated_protein_3_OS=Homo_sapiens_OX=9606	563809280	515057730	533244685	351060687	399367121	367582347	685287991	662350323	657650287	529344504	574703058	585284144	667536415	629453805	634306637	459512037	478628190	489949562
P35241	RDX	Radixin_OS=Homo_sapiens_OX=9606	10476751	9628902	11810233	13694236	14473586	15288673	17006140	20891876	21816602	22479023	11492770	18831111	14520101	14635366	19185619	16909767	18692849	18219328
Q9NUQ9	CYRIB	CYFIP-related_Rac1_interactor_B_OS=Homo_sapiens_OX=9606	643561314	654211473	655287635	667879742	672663750	670900719	921945353	891349749	926330011	993462382	856431768	929639561	672789969	670824878	684767494	1055442786	1000138795	967294852
Q9Y6D6	ARFGEF1	Brefeldin_A-inhibited_guanine_nucleotide-exchange_protein_1_OS=Homo_sapiens_OX=9606	320507225	270101518	315226459	272107983	279183938	280223195	228983688	225939941	238405923	256464609	252809960	261488622	269214017	247432712	248142650	256084452	259643770	247829705
Q9Y6E2	BZW2	Basic_leucine_zipper_and_W2_domain-containing_protein_2_OS=Homo_sapiens_OX=9606	1021178388	992651058	1023146926	1082746854	1020854292	1035377482	1029626541	1078395898	1009824369	1193410182	1157293705	1213881978	691982793	737707034	753548812	880709306	850167935	838791443
P07910	HNRNPC	Heterogeneous_nuclear_ribonucleoproteins_C1/C2_OS=Homo_sapiens_OX=9606	4666133898	4033688619	4353538294	4279881757	4069287272	4151411111	3563867204	3644966844	3604453219	3669042276	3828980861	3741438016	3286852761	3261324896	3404702512	3069268203	3197650846	3059688865
P63151	PPP2R2A	Serine/threonine-protein_phosphatase_2A_55_kDa_regulatory_subunit_B_alpha_isoform_OS=Homo_sapiens_OX=9606	609180914	544231640	567663631	593471617	542246100	559863749	424146821	477367314	491074831	487764928	528205095	519373104	488973470	506371673	433592789	436213088	492385261	502297052
P11177	PDHB	"Pyruvate_dehydrogenase_E1_component_subunit_beta,_mitochondrial_OS=Homo_sapiens_OX=9606"	426485116	444008676	439793895	522280272	483797121	501101374	438597807	451445247	405050274	495209821	411794503	419946671	578950235	586503151	620017432	603152435	641952935	652380452
P52292	KPNA2	Importin_subunit_alpha-1_OS=Homo_sapiens_OX=9606	527555134	599263376	535898483	643226902	601492688	632991010	635721427	643235741	621597265	683059247	653217847	659031839	457538821	442670620	448468597	330287298	356403354	357705315
O75367	MACROH2A1	Core_histone_macro-H2A.1_OS=Homo_sapiens_OX=9606	1576891331	1692212065	1507605615	1718701514	1679224678	1681121207	1107626001	1148161148	1122896129	1284898006	1125170032	1205480664	1084848346	1107507550	1097247240	1109587894	1099888532	1108773693
P18669	PGAM1	Phosphoglycerate_mutase_1_OS=Homo_sapiens_OX=9606	383236631	364435440	350165851	943328687	882087295	897719521	329777337	318167990	342632745	1098469475	1023418916	1115754088	366369902	363794665	352633755	1126451696	1225734753	1266156250
Q9Y4E8	USP15	Ubiquitin_carboxyl-terminal_hydrolase_15_OS=Homo_sapiens_OX=9606	176862543	191185060	180349483	556419712	531319333	561139735	178446594	182914128	192142700	197509562	202893393	185196416	267157653	262914068	257408304	298899869	762006983	767630158
Q9NS87	KIF15	Kinesin-like_protein_KIF15_OS=Homo_sapiens_OX=9606	186588326	225639636	221129641	259469258	232155166	279208981	176084043	174622791	185670603	244792128	200823113	238519725	162349139	153609267	170410923	155303576	158847758	193254455
Q9UNM6	PSMD13	26S_proteasome_non-ATPase_regulatory_subunit_13_OS=Homo_sapiens_OX=9606	764117636	818766615	764698551	1089523306	1133356246	1139403689	847147353	815949895	840506141	1232352105	1101684974	1146672772	822597118	841933427	823987570	1200947759	1267251119	1280527344
P52732	KIF11	Kinesin-like_protein_KIF11_OS=Homo_sapiens_OX=9606	266145121	267930945	265950008	303420708	278333563	305480968	253434833	255274976	243481609	248468058	261453072	272379109	214678306	218865967	217538942	196370588	167141807	174704390
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_48_kDa_subunit_OS=Homo_sapiens_OX=9606	1036466195	1035996457	1030796504	1050048183	983164370	1014691914	959758160	1035290163	997004162	1030190646	1013979911	1028098277	1517877308	1562370447	1605669412	1452609510	1485412460	1453696762
P29350	PTPN6	Tyrosine-protein_phosphatase_non-receptor_type_6_OS=Homo_sapiens_OX=9606	751942564	547446554	695874520	481744171	569438991	411872084	355285512	334162611	294336392	337022584	418704850	407764284	552785792	461365510	461503593	571283493	571298499	660759181
Q6NUK1	SLC25A24	Calcium-binding_mitochondrial_carrier_protein_SCaMC-1_OS=Homo_sapiens_OX=9606	254493920	251609538	248354396	223942189	234387024	211039174	300666224	303540944	297822930	249061011	256774692	240487428	527998847	570294186	549333221	500869941	475462231	538064467
Q13347	EIF3I	Eukaryotic_translation_initiation_factor_3_subunit_I_OS=Homo_sapiens_OX=9606	823274155	932857786	886315792	932934570	786524108	858794077	804242053	813122875	821114405	819591650	780833177	852129735	670953776	706584972	709074603	788717029	692852661	671877365
Q5QJE6	DNTTIP2	Deoxynucleotidyltransferase_terminal-interacting_protein_2_OS=Homo_sapiens_OX=9606	145734006	162559688	128617197	115579022	126763472	133447152	128695867	131598877	124019944	99083389	76356535	107070896	117267817	124678080	130720145	73421734	90010604	92188015
P27695	APEX1	DNA-(apurinic_or_apyrimidinic_site)_endonuclease_OS=Homo_sapiens_OX=9606	477015773	428734327	463208240	1173511866	1075602270	1174628517	538077725	499005143	479567400	1043060125	900749144	965984250	400133047	373366992	360263515	760705979	884159945	916088511
O75326	SEMA7A	Semaphorin-7A_OS=Homo_sapiens_OX=9606	32955658	19081171	4373863	22764878	20707496	13361629	21887137	18087436	6827695	24906174	21702879	27991579	19181503	19842416	21365012	9216571	36485240	33273396
Q9Y3Z3	SAMHD1	Deoxynucleoside_triphosphate_triphosphohydrolase_SAMHD1_OS=Homo_sapiens_OX=9606	345460181	375676811	335818974	575085507	489080331	563581378	282548039	297841789	269376672	474505963	406435359	486507221	280750272	304404035	305387379	409233366	416603846	415593399
P14317	HCLS1	Hematopoietic_lineage_cell-specific_protein_OS=Homo_sapiens_OX=9606	337378590	338203617	339651864	390503939	396988302	362938616	815648529	796199210	790290978	684108582	694869453	675880699	736216045	763916997	774557743	850451669	752968870	797857360
Q9UKG1	APPL1	DCC-interacting_protein_13-alpha_OS=Homo_sapiens_OX=9606	193975414	211955598	217710896	222463172	216954317	237444481	193595275	167206359	164212751	209755727	201537831	198562492	221987768	203019977	195240501	237680313	213104581	216065373
Q9UHD9	UBQLN2	Ubiquilin-2_OS=Homo_sapiens_OX=9606	94270820	111463081	118725945	72249867	64743481	64706023	134111799	132751664	137662932	38192781	40872155	46040459	130918278	124330027	116691558	39818951	42877634	39645187
P51114	FXR1	Fragile_X_mental_retardation_syndrome-related_protein_1_OS=Homo_sapiens_OX=9606	372566116	430373502	397926365	447145047	436284299	478487389	367267157	345898842	371892013	409920290	405005371	396868236	352311644	367668294	349276210	342655237	337580988	348078620
P41091	EIF2S3	Eukaryotic_translation_initiation_factor_2_subunit_3_OS=Homo_sapiens_OX=9606	1208599186	1114324040	1184503420	1252236144	1248180504	1276983233	1022044448	1023697362	995990337	1299138968	1266882002	1243839410	778925257	735170248	770938000	1061513960	1029822078	1046879926
P50416	CPT1A	"Carnitine_O-palmitoyltransferase_1,_liver_isoform_OS=Homo_sapiens_OX=9606"	313586497	296003603	264834907	330535462	316816948	314686394	380699674	369442608	386409260	421709240	370778136	408011958	476530488	497359898	528444128	468072017	434204894	447088422
O60271	SPAG9	C-Jun-amino-terminal_kinase-interacting_protein_4_OS=Homo_sapiens_OX=9606	189792174	192137021	171934423	185719401	164126995	194394780	227491337	225581634	212529715	205041359	250315308	224383987	259814268	223287063	238150692	223391267	211596633	215730389
O75116	ROCK2	Rho-associated_protein_kinase_2_OS=Homo_sapiens_OX=9606	316405221	203967489	283605368	202275851	243018138	167630847	193425140	601776268	178149834	177153257	211664417	200244328	201105880	192581253	198723823	178027035	174032505	166771311
P12004	PCNA	Proliferating_cell_nuclear_antigen_OS=Homo_sapiens_OX=9606	3294982422	3589636336	3652010551	3594855048	3587959697	3451239414	3011739600	3185396211	3097191882	3437652390	3529751861	3674106303	2086084596	1936359740	1926367939	2457357341	2466662086	2408902591
P04899	GNAI2	Guanine_nucleotide-binding_protein_G(i)_subunit_alpha-2_OS=Homo_sapiens_OX=9606	1016003963	1061299341	1006630192	1206513593	1081140982	1181754983	980769637	1008347618	1046610899	1110583111	1055990031	1040110944	1279573549	1322529667	1317102020	1321568123	1429574052	1411333451
P18858	LIG1	DNA_ligase_1_OS=Homo_sapiens_OX=9606	462227023	438702893	450057704	417926137	420469791	438210884	403214685	397770337	408013840	376351928	386956805	365427526	389523073	341098262	331257025	376064596	392520986	399931368
Q14151	SAFB2	Scaffold_attachment_factor_B2_OS=Homo_sapiens_OX=9606	115115300	107711945	127725286	148237615	131919390	128713807	101227695	94764907	94952388	121016116	108407220	116829969	98625713	92585188	97437357	111463836	94021873	99047579
P46777	RPL5	60S_ribosomal_protein_L5_OS=Homo_sapiens_OX=9606	2451296328	2348140496	2522590343	2115463232	2218485436	2297458408	2442196115	2360685149	2287761568	2694881881	2519098742	2743851286	2147137647	2190694847	2123731255	2497347997	2162797692	2205594130
O75150	RNF40	E3_ubiquitin-protein_ligase_BRE1B_OS=Homo_sapiens_OX=9606	205742359	212816994	193139805	200256424	160708954	166228693	196768751	186375371	192703722	217986537	180071508	206875793	178183492	168972316	158253069	145341599	164309951	164014303
O75306	NDUFS2	"NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_2,_mitochondrial_OS=Homo_sapiens_OX=9606"	369613538	389240666	375686105	447148540	427648223	432066594	378704158	415795155	427363086	450469910	426184173	423530522	288047031	287056369	269080581	479087497	480375072	474212327
P49756	RBM25	RNA-binding_protein_25_OS=Homo_sapiens_OX=9606	492961932	586641786	532185835	487126211	456073269	481979827	489490597	479838948	456172705	421361648	449919282	421035367	458301282	422102215	416161165	370169574	365248936	389032033
Q96SB4	SRPK1	SRSF_protein_kinase_1_OS=Homo_sapiens_OX=9606	344837508	327824927	351070975	337296131	339681360	343150851	313728426	303652932	305958125	319777482	340996083	323390476	277555786	272006447	239053652	258928348	277064686	267836227
Q9NQW7	XPNPEP1	Xaa-Pro_aminopeptidase_1_OS=Homo_sapiens_OX=9606	478802546	432176193	490608043	457529664	463680015	463805277	385142947	371490745	363934352	359899102	365277789	358682492	359890120	363992170	368499980	432613543	462318062	468395119
P19623	SRM	Spermidine_synthase_OS=Homo_sapiens_OX=9606	571314990	609508842	572454652	505096878	499185073	501449817	531665125	569375291	579025064	683914518	595560339	652791754	425540670	425709918	439454537	372639939	376854476	373355067
O60287	URB1	Nucleolar_pre-ribosomal-associated_protein_1_OS=Homo_sapiens_OX=9606	72333045	67519268	72033472	69400026	68689097	65973434	57071647	49578727	44006506	73788431	50351753	64850823	49873291	50968003	37557017	38075351	46303076	46467886
Q9BZF1	OSBPL8	Oxysterol-binding_protein-related_protein_8_OS=Homo_sapiens_OX=9606	208282521	239115262	220508573	258934316	245482636	261465464	208100214	195044460	209249617	235488352	199974179	225047304	240147968	227254763	233939208	227452097	235049759	225141895
P52907	CAPZA1	F-actin-capping_protein_subunit_alpha-1_OS=Homo_sapiens_OX=9606	1154884914	1244963574	1153737707	1231579939	1131352649	1218786149	1261557788	1365561261	1335666758	1455703903	1334688542	1407742531	1566150418	1634135152	1676087762	1614567145	1526062399	1534377463
Q96K76	USP47	Ubiquitin_carboxyl-terminal_hydrolase_47_OS=Homo_sapiens_OX=9606	140217811	143935521	148920425	129718102	156768912	149343315	134675562	136459457	144190465	139214600	154725789	146882859	157618810	146514650	157008355	141165208	145422973	151363488
Q9NTJ5	SACM1L	Phosphatidylinositol-3-phosphatase_SAC1_OS=Homo_sapiens_OX=9606	484693776	473753248	493612838	485751921	480796024	444807639	346085757	347136201	366959269	366511543	386758510	382246381	459691485	440420849	424291513	417748287	433282240	431508099
Q9NVI7	ATAD3A	ATPase_family_AAA_domain-containing_protein_3A_OS=Homo_sapiens_OX=9606	182278790	181987098	242648463	281822652	253111185	266003009	164383517	154130800	185689973	268272839	200910977	239274515	129682890	121102391	145138175	238477100	252041943	261721507
Q96A65	EXOC4	Exocyst_complex_component_4_OS=Homo_sapiens_OX=9606	87207347	141654414	129916159	141110785	119849927	120241726	137436345	118408583	130338456	125482476	123741635	109279567	146206966	93671706	160489073	112172700	125941993	129962378
P36871	PGM1	Phosphoglucomutase-1_OS=Homo_sapiens_OX=9606	275672856	255183906	296522270	274805602	267516821	278950116	334827598	322792494	305337842	352172134	366137016	348111576	255628161	271901562	263064428	301412880	278915285	280922117
Q96RQ3	MCCC1	"Methylcrotonoyl-CoA_carboxylase_subunit_alpha,_mitochondrial_OS=Homo_sapiens_OX=9606"	231791888	212459148	209322021	224076237	186355964	563031117	177970103	217005513	205717743	197092142	169369996	194202822	312038853	304318038	328401295	256937033	252196397	271434571
P79483	HLA-DRB3	"HLA_class_II_histocompatibility_antigen,_DR_beta_3_chain_OS=Homo_sapiens_OX=9606"	1506640031	1676491172	1556393049	1358079346	1311897839	1431112596	1546243314	1528216695	1582804639	1375722375	1372611688	1241317021	1939939788	1882745074	1983325304	1825764730	1945012682	1972553956
P25098	GRK2	Beta-adrenergic_receptor_kinase_1_OS=Homo_sapiens_OX=9606	218214760	224102289	206613878	315507891	257620853	262360481	215561269	209575295	221750449	344621868	303593956	321976261	266654516	283776396	268069330	334573082	379362752	362973698
P02538	KRT6A	"Keratin,_type_II_cytoskeletal_6A_OS=Homo_sapiens_OX=9606"	137576895	152519335	157604316	271248614	293083640	298211041	212120347	216960517	212758722	422985388	364592095	413790820	187045945	181148827	182266770	218830821	194212616	198029671
P61221	ABCE1	ATP-binding_cassette_sub-family_E_member_1_OS=Homo_sapiens_OX=9606	699713470	701110233	676549855	719014951	691052275	710658877	561004330	561868814	598738006	672117108	649804919	665832953	561518100	571576278	566627670	601652361	581663334	609994961
P20042	EIF2S2	Eukaryotic_translation_initiation_factor_2_subunit_2_OS=Homo_sapiens_OX=9606	1044383824	955887381	1066867182	938234381	962860888	940804103	1036790529	1041799821	1017013252	883350059	995873553	1002423417	956105317	953130198	935554679	924589469	933008830	883421238
P28482	MAPK1	Mitogen-activated_protein_kinase_1_OS=Homo_sapiens_OX=9606	681835674	769576445	778353554	1000580923	943181634	994576873	1022765177	1057612978	1043137731	986047437	949851878	997228565	874015775	865709696	877525060	1111413777	1086652726	1103547005
P50453	SERPINB9	Serpin_B9_OS=Homo_sapiens_OX=9606	669706775	783471243	742798500	904124753	908969690	909460823	830041287	861897616	875945485	950753471	892882591	945585858	897657083	818398063	844056130	1044149888	987605029	1026186319
Q8IY67	RAVER1	Ribonucleoprotein_PTB-binding_1_OS=Homo_sapiens_OX=9606	157506787	166582266	174158333	174086094	199501240	201766438	148510903	157262226	154334520	207554614	167850410	202976526	144965622	137409996	123380974	190962834	186271409	190139113
Q8NB49	ATP11C	Phospholipid-transporting_ATPase_IG_OS=Homo_sapiens_OX=9606	336825593	376769638	342549052	251607239	242128002	237357111	368812429	393514910	344373532	265237279	270673765	275727220	407573313	369403056	374724083	305873956	281060067	282521257
Q9GZL7	WDR12	Ribosome_biogenesis_protein_WDR12_OS=Homo_sapiens_OX=9606	325234567	322810420	309328321	344536238	345750191	339583755	305825653	311661517	293884572	281848175	341302673	312651643	271612963	249207507	255511510	275203168	282199382	281771280
P08865	RPSA	40S_ribosomal_protein_SA_OS=Homo_sapiens_OX=9606	2088518405	2074382135	1862156330	2581760839	2385480675	2422979841	2778938747	2773875765	2864841093	2857255362	2958923886	2905884438	1710272499	1726434339	1703827230	2349967337	2413636391	2341745966
P05141	SLC25A5	ADP/ATP_translocase_2_OS=Homo_sapiens_OX=9606	6470678536	6285007877	7265578783	5872052323	6125147185	5832022801	5593258368	5737287447	5402241643	6017848402	6523812638	6228103621	8751711474	8775815801	8598818221	8039458945	9301341134	9347509022
O94832	MYO1D	Unconventional_myosin-Id_OS=Homo_sapiens_OX=9606	66861747	61105995	56268904	79757715	82797866	87797038	65319699	67446185	70529107	91112313	107893002	94916634	82127249	80777183	89858448	93414859	90943640	78738597
Q13011	ECH1	"Delta(3,5)-Delta(2,4)-dienoyl-CoA_isomerase,_mitochondrial_OS=Homo_sapiens_OX=9606"	863905997	794015538	808420869	935643824	875556790	841244226	742535313	771286456	772718280	1033534199	979247056	943978421	1064779567	1037938000	1050867327	1464979733	1491514795	1532996603
Q16181	SEPTIN7	Septin-7_OS=Homo_sapiens_OX=9606	688021383	736721441	695995668	875219863	907468228	949300419	729279940	698689909	812792312	1075326948	1053326167	1001720496	585287629	567972901	646099529	865909241	931313521	924214456
Q15154	PCM1	Pericentriolar_material_1_protein_OS=Homo_sapiens_OX=9606	249948564	263274415	223844657	294582987	219678190	313021889	254854651	257684488	257472179	228699340	218866687	224763219	230845366	235890765	250765952	200990597	187851459	178187806
O43747	AP1G1	AP-1_complex_subunit_gamma-1_OS=Homo_sapiens_OX=9606	438018213	413404752	405839813	483433947	474885842	481190571	482734112	502120705	470793693	491007303	511656889	507042370	544554136	528940984	563225101	517641982	543444623	524408552
Q96RL7	VPS13A	Vacuolar_protein_sorting-associated_protein_13A_OS=Homo_sapiens_OX=9606	96829706	110927614	106016227	130009950	134167230	116023217	109023794	125997669	104073595	137210966	110490926	112952801	119495142	120649925	118871213	99531218	103403622	114163917
Q9NTK5	OLA1	Obg-like_ATPase_1_OS=Homo_sapiens_OX=9606	853411751	867933217	1014390757	971789146	1028177743	899271594	662869039	685857432	702674490	965119218	920126832	886091464	693060026	653927176	682114160	745397996	736017798	750354152
Q9Y696	CLIC4	Chloride_intracellular_channel_protein_4_OS=Homo_sapiens_OX=9606	556242028	572655794	604289486	821588663	882821041	848705329	415203470	409702887	404813779	802143149	885892703	865576611	504876802	476068026	465913819	902643982	848763293	848999467
Q8NBS9	TXNDC5	Thioredoxin_domain-containing_protein_5_OS=Homo_sapiens_OX=9606	400519038	420249756	421299000	466457159	426346052	448679392	359260739	350724210	338481396	461608419	482448363	495689068	615425900	574215737	600806922	644026545	669772196	634357783
P48735	IDH2	"Isocitrate_dehydrogenase_[NADP],_mitochondrial_OS=Homo_sapiens_OX=9606"	1019653249	1013723069	979828609	1072853872	1084074677	1075840669	804188252	830839193	805924676	940358597	1035244685	1018815880	1330472894	1334922306	1325221796	1410001409	1486991464	1470656895
Q9P2I0	CPSF2	Cleavage_and_polyadenylation_specificity_factor_subunit_2_OS=Homo_sapiens_OX=9606	353830065	367930664	338848370	474567556	440733254	454483288	380895137	371485216	366388515	492942214	427014195	430442353	331939021	368549894	369060677	395578696	439271394	441932363
