geneName Pvalue_OE_WT Pvalue_Repair_WT FDR_OE_WT FDR_Repair_WT FoldC_OE_WT FoldC_Repair_WT
1353 PYCR2 0.585688557417937 0.517809248640058 0.718540880112644 0.611579754127589 -0.0404828688297076 0.0361510424129587
1355 TTF2 0.015468533312615 0.00737206489863894 0.0841020256576631 0.0260681874162519 -0.300934851840795 -0.440438920097368
1356 TERF2 0.0354782944798457 0.0788036383794585 0.130113945515526 0.145207416252075 0.232268370478895 0.18528040146195
1357 SRPRB 0.143069072828885 0.721094686542608 0.295618970444035 0.789254831369114 -0.112248346610897 -0.0198010755244589
1360 TBC1D1 0.00275115436939886 0.00388429646254751 0.0350738300886909 0.0171318710409376 -0.354873922955647 -0.24350905308661
1363 LSS 0.0268652780579136 0.000599020234628727 0.112231379522002 0.0054016180042479 0.234772131683044 0.830150012517137
1364 RHOA 0.750024158679778 0.0119598499724289 0.838036456219196 0.0363287461603827 0.0240585514791185 0.287065259480986
1370 PIK3R1 0.0890593610654006 0.830295120891654 0.222906795393865 0.873852693317447 -0.107170559823201 -0.0136526731772815
1371 PPP4C 0.00130435081132311 0.00129074115087198 0.025605652276626 0.00844998523428318 0.351965633614132 0.300171514643552
1372 CAB39 0.00477427368046975 0.138711775021252 0.0462764804683735 0.224797876991855 0.321185202860493 0.207618408015955
1375 PRKAA1 0.738322261923952 0.910002045514049 0.829503432009656 0.932356833840773 -0.0271349668922856 0.00822362360334949
1376 COPS2 0.0924682320836937 0.019373872098661 0.228129441975786 0.0516370556038463 0.140070405961799 0.199063639882585
1386 TBCE 0.125190721233907 0.770450134918135 0.271806700128651 0.826668718560586 0.112083652999861 -0.021278110252748
1387 ILKAP 0.0897361583031654 0.00639779871131559 0.224068330253225 0.0236535758069782 -0.126354405083964 -0.156086940355584
1389 PSMB9 0.707871172932323 0.00942542928977105 0.807925290208976 0.030644486183326 -0.0173273433933989 0.172902487377936
1396 ARF4 0.0144369588873547 0.889507966740473 0.0814079321023858 0.9176678465187 -0.147704155799076 -0.00335370754961417
1398 POLD2 0.194144980791988 0.00793456591398284 0.356471947704623 0.0272523644132549 -0.107069737455248 -0.184414756987756
1402 NUTF2 0.0132761372993903 0.00400912123892364 0.0778225217006166 0.0174290282315047 0.414741242004455 0.539712790216505
1409 DCPS 0.20213824462374 0.18570698741158 0.366083818814723 0.280131898364521 -0.144581535805679 -0.113846790849708
1411 UCHL3 0.0710771666234053 0.190138816191698 0.192663285984807 0.285511607951329 -0.0983193734707157 -0.0756825533081038
1413 LTN1 0.730983554353699 0.179115176567115 0.82466671258386 0.272276109812449 -0.0190740125312701 -0.118683309037424
1414 PPID 0.743387952535909 0.215139337128536 0.832131497042791 0.312447028332577 -0.0202018621743534 -0.0548192392896922
1416 DCTPP1 0.00254885768756433 0.0550341390733855 0.0340367642243662 0.111098558441437 0.23407631401021 0.254973494148048
1419 ERP29 0.258146167547682 0.00021788658474945 0.426899000840957 0.00315849747543858 0.0733627928082399 0.663011999294724
1421 RNASEH2A 0.00100616190733032 0.00426078752438618 0.0224478191049213 0.0180178400541037 0.565377757585006 0.362564368197765
1423 PFN1 0.0859965107197899 0.000483347899432778 0.218342902939396 0.00475629035639555 -0.097615788871817 0.219470087687871
1425 PSMD14 0.267742075265657 0.00157832106001262 0.436896277195033 0.00951034901819012 0.058587929044144 0.279912213488563
1431 THOC5 0.33316361575322 0.00310704661172477 0.501878601611952 0.0146734245093863 -0.115315106395119 -0.166140242195151
1436 DNAJC11 0.361767357293208 0.0704128242940804 0.526285387216983 0.133991462700794 0.0554622911442451 0.13029611616434
1440 TRMT1 0.816861084437928 0.221292341880566 0.883425192864754 0.318877828945938 0.0125673215118098 -0.135839817840507
1441 MLEC 0.186687468051854 0.000480593622697171 0.347712966763727 0.00473819541158201 -0.0606231019291688 0.220369106521185
1444 EFHD2 0.0239300581283038 0.00196505797748471 0.106228113955489 0.0108203617994264 0.155358360049211 0.21611036275212
1454 TSNAX 0.347969145628155 0.406553418411237 0.514302769209404 0.508535643715941 0.129715473280823 -0.0856556815876441
1456 UROD 0.368964580208798 0.0823255293040229 0.533750885176283 0.150094025951963 0.0827315121007093 0.228428830421809
1458 RPS2 0.433774660452598 0.00615875582502175 0.593647901497308 0.0230332778692346 0.0522624380134111 -0.208018105876501
1460 LIG3 0.0761178164519459 0.218092387133549 0.201940450002702 0.315496421409516 0.175455268069149 -0.0670802137653101
1463 TNS3 0.056240494753682 0.0396079080640222 0.168377155095497 0.0867717569200942 -0.100349255131109 -0.224702223769933
1466 COPS5 0.0053664704524306 0.108763791481666 0.0491625682509394 0.185184666022731 0.206234817361642 0.10448141657419
1467 CTSC 0.147923307843428 0.0998484473529665 0.30201563263565 0.173661143648842 0.148522660803646 0.290597943349299
1470 ADH5 0.615288872535943 0.747267145436738 0.739526776129721 0.809343951617609 0.0603123605026745 0.0241396777995462
1471 CBR1 0.587237203654459 0.00416705257956975 0.719417696122007 0.0177812565143059 0.0395926159510172 0.412779862549936
1473 EIF6 0.010285343058517 0.191299715387538 0.0667901632547862 0.286672648189316 0.312060159190848 0.117367134696567
1475 OGFR 0.248043144095691 0.0318440334092797 0.416165741925217 0.0743123160173273 -0.0763379528088564 -0.189255492036501
1479 TRMT1L 0.0792668775934487 0.446406968524875 0.207950004269483 0.546370884153406 0.0907232198128565 -0.0270424716437923
1482 EIF3K 0.00262493649883026 0.00200770562669074 0.0346598758110853 0.010898712541219 0.512811437290813 0.29170632646851
1486 SORD 0.321248217430881 0.0133047292453658 0.489917729352457 0.0394869716594112 0.0920413302124654 0.175612749595853
1496 TSFM 0.0131717286289243 0.00503733152312815 0.0773857745554055 0.0201805169997766 -0.186637280649215 -0.31116117237282
1507 ZMPSTE24 0.79859500426847 0.00306464625800177 0.871733777801734 0.0145662158231563 -0.0298564156546668 0.523098816638715
1508 PPME1 0.222367339757615 0.0734749553289915 0.387429921147914 0.138304462877341 -0.0399863524630106 -0.0178132363729926
1509 GCDH 0.240055759431389 0.985929711677723 0.407604022929733 0.988783685108248 -0.177118383319442 0.000672518572745417
1510 MRPL37 0.00759706612707694 0.0928771610158449 0.0565497547219528 0.1642405826505 -0.166151960416629 0.110949055191618
1514 ELOC 0.555415799689901 0.00846365909210432 0.694403908018099 0.0284585949204876 0.110835579071672 -0.227033674199477
1515 PRDX3 0.0717130941664525 0.00141582291980552 0.193831318749639 0.00881587440943101 -0.145346150511244 0.455732433850532
1517 MAP2K2 0.679964596802249 0.493154707362113 0.789865575024666 0.589452515274491 -0.0355021642845514 -0.0321917445160018
1521 TALDO1 0.00221559735279507 0.00169594987653436 0.0322693547278362 0.0098449563521396 0.282051493891927 0.453701947987096
1525 AGO1 0.00387398984065599 0.000726100250663809 0.0412587889202374 0.00589074435334776 0.352924525361136 0.338052119291598
1530 PRKD2 0.0429619389614104 0.569848997908853 0.144584522798609 0.656912786898936 -0.202230317720719 0.0358071311350585
1532 DDX51 0.105275290568381 0.497022974731358 0.245673987367872 0.592762884149656 0.119605547968629 0.0714403872190967
1535 PSMB5 0.0966616657416417 0.00335496394662014 0.234232575785926 0.0155463682969614 0.265182179620417 0.333730233587026
1536 MRPS27 0.119822558467142 0.0511937028702784 0.265439399025179 0.10535928670241 -0.0995502057984581 0.132817964511167
1538 RRP8 0.0213711435599361 0.391268514698148 0.100469608597847 0.494738103614155 0.169311912835592 -0.0592258880770178
1540 MCTS1 0.491215670553918 0.00662657084082922 0.644744851136247 0.0241598305456794 0.0479170691481539 -0.240749490413256
1541 RAP1B 0.848692798552173 0.0340152776971033 0.907471169927493 0.0780075663979649 0.0145855972961613 0.207796180256757
1543 UCHL5 0.360899781970726 0.00649173273458319 0.525609811896589 0.0238475575828265 -0.0382410195931424 -0.299284202587616
1546 NCOA7 0.0358359244327066 0.315503439166073 0.130381672587355 0.419374884726141 -0.287623894475589 0.0332002649209464
1549 EIF5 0.0889747474215707 0.00424476098427983 0.22280275406582 0.0179884357526382 -0.0865665333147039 -0.159519047422501
1551 AARS2 0.0565995053597402 0.0919781112329404 0.168852472473784 0.163040651966335 0.161524314876415 0.194372808478851
1554 USP4 0.135640235909784 0.513944365052331 0.285556905321212 0.607901287365371 0.157016243349457 0.0518112909874731
1560 VPS4B 0.27109444816616 0.0685870823530103 0.439586262549022 0.131143974236861 0.0799006392501482 0.185462744396233
1561 EIF2B1 0.00524602162902979 0.0600609583656381 0.0488322778248711 0.118654778817001 0.314168239546721 -0.133734249346119
1562 PDXP 0.568898408433084 0.00805506164892996 0.705128870222616 0.0274524220705653 0.0294441955367297 0.146394072551356
1564 CASP1 0.442813514841564 0.00027055789926139 0.600860545233927 0.00350979370069412 0.416810945359314 0.977945036077607
1568 STAU1 0.167060804913308 0.00137226804780203 0.325689915717998 0.00870448457772465 0.0799396748974743 -0.106810662371956
1572 WDR46 0.173378603916227 0.00148261860496662 0.332776058022872 0.00909245722666731 -0.0892155269220805 -0.207464166626419
1573 METTL3 0.355783413865807 0.386714969280255 0.520796083192708 0.490116719146572 -0.342670059800129 -0.31602088503492
1574 CARM1 0.300488441360727 0.148524085936507 0.470940320068685 0.235816156075877 -0.0764490642253328 -0.121593045207398
1576 GRIPAP1 0.46813677145741 0.525849448108934 0.623131494965562 0.619012222745472 0.0321788952439785 0.0439977842310189
1578 ARPC4 0.00566456002635228 0.00193141485531759 0.0506386229644204 0.0107047793623761 0.18013106360047 0.272784473764748
1579 NDUFA9 0.270861992452885 0.0749958720525251 0.439586262549022 0.140136690882264 -0.0939840879021396 -0.168500122609569
1580 PCMT1 0.797000760452134 0.0730831188643075 0.870482338441613 0.137856495350458 -0.0539036470226772 0.326434407352892
1581 CSTF3 0.00460438069850489 0.000499776956561744 0.0455684024769815 0.00486505792692603 0.482660856860996 0.453797046496469
1583 GLRX3 0.0723959137684494 0.00290522680845062 0.194966622847713 0.0139753289596101 0.0877437832157781 -0.138822845726828
1590 SNX6 0.712605674590659 0.165153390799718 0.812075511158356 0.256552806356345 -0.0143520035913198 -0.0581806938375653
1593 FAM98B 0.372081747678106 0.338489380013242 0.536013116053959 0.442679081676074 0.0560327211549971 0.0563217767435766
1596 TOMM34 0.258286161658239 0.121258976511774 0.426899000840957 0.201942233727459 -0.107631794534115 -0.0490978746223192
1601 NUP88 0.0564176239389744 0.0199004847743123 0.168607293699195 0.05282303035479 -0.171817944157626 -0.141394844440967
1604 CBX3 0.869806159553954 0.00342986513378768 0.918611851020458 0.0156743001034089 0.0128063061731005 -0.129903556862159
1606 GATAD2B 0.000359373861413972 0.0438362707124592 0.0146715801193877 0.0933730605792958 0.397322189530177 0.187032507975209
1611 TMED10 0.995578015453528 0.00360811782752888 0.997768764975332 0.0161833777082231 -0.000464431454773262 0.449895195825853
1615 FABP5 0.140810717841296 0.0534543035578652 0.293176297484533 0.109004081429142 0.057713087957886 0.0850528675104592
1617 TTI1 0.21802409972168 0.00239113745379272 0.382627635395626 0.0123122001334481 -0.134560989021272 -0.15803909029856
1618 ANAPC7 0.614502652282678 0.0236842157673072 0.739174001444374 0.0596514267030249 -0.0416411501927776 -0.209988572245981
1628 TUBGCP3 0.61411314042522 0.393100037023289 0.738877176857494 0.496143816540489 -0.0344412714478128 0.0374440305533259
1629 HSD17B12 0.0617562563699839 0.0148234453504266 0.177055128025727 0.042460516399451 -0.141432188174434 0.120745127009267
1634 SAR1A 0.821354019741834 0.830766610631299 0.886509057725237 0.87417116825119 -0.0158954358924479 -0.0149975359070975
1635 CDC37 0.0129942033545532 0.00063558576908513 0.0771307300036325 0.00553278921120247 0.280807214638743 0.377362635727509
1636 PGLS 0.0343436648646202 0.389966397064484 0.12834859880092 0.493512486847376 0.152721428152082 0.0494721807767728
1640 PITPNA 0.0149959971704852 2.09959696433977e-05 0.0824491206496512 0.00104131398250924 0.397222227017393 0.463492215890284
1641 NAXE 0.00212041864283477 0.000475344175498783 0.0312686236333698 0.00472399210646643 0.342051689861528 0.527948731484987
1642 CSTF2 0.260440043998303 0.038444829285679 0.429050882359179 0.0849297637143298 0.0939408065534035 0.406864191977192
1644 GALNT2 0.0766331381825829 0.242464166599406 0.202684273496704 0.342801017841717 0.187705077742008 0.15791293890525
1645 QDPR 0.0226570144817444 0.642412606743539 0.104003445023441 0.718015040488999 0.331015816643504 0.0677423161184105
1647 ELP3 0.225181403921719 0.10812594858024 0.390858131019053 0.184280510323123 0.0441637662386842 -0.0978636681374798
1648 PTBP3 0.148948319704024 0.518363598651168 0.302929863570933 0.612009577239609 -0.407533338013147 -0.189352256355395
1650 PAF1 0.885572292096255 0.0185757964628681 0.929384059993961 0.0501025058153266 -0.0083072135573854 -0.296398515849649
1654 PIP4K2A 0.0865428559281877 0.398758895974346 0.218723546037256 0.501573765628971 -0.174740085156031 0.0535888544241701
1657 WDR77 0.0932585002082499 0.0329862806203865 0.229096344128098 0.0763025440436165 -0.160270946058935 -0.250644420437604
1658 CDK2 0.850453462535562 0.00818649125678706 0.90747611342658 0.0278007548209489 0.0170471722090593 -0.253249140622602
1667 PPP6C 0.939042520960492 0.412972952793398 0.961235922032184 0.51494772432152 -0.00620666949174975 0.073046036613249
1668 YWHAH 0.70028766461228 0.213896371917504 0.803700432823318 0.310990904787922 -0.0174684200313724 0.118623312673938
1669 SEC61A1 0.337821004448355 0.0521301849787768 0.506095953408012 0.106946427843896 -0.101288331186463 0.240163296408655
1672 PIK3C3 0.00283147161811085 0.0741914253653061 0.035517006336376 0.13903505347242 -0.437161179372458 -0.185361652787686
1675 PAK1IP1 0.00737739103648505 0.606058263955201 0.0560571187172915 0.687477005091414 -0.0944050748320819 -0.012570213921137
1677 PSMB7 0.0314175493710235 0.00168269098768179 0.122637432537268 0.0098302579596399 0.250696005713468 0.316038790979515
1678 RABGGTA 0.647759126532855 0.559833884623539 0.766200812147998 0.648545252195935 0.0240941259577383 -0.0342634557457977
1687 ECI1 0.0325517647431898 0.364828608674181 0.125083841359132 0.469739522014319 -0.374316490391944 0.0922276451236783
1691 PIK3CD 0.0264815691526481 0.000195982681402422 0.111256982089372 0.00304434150958924 0.156700153877122 0.322389555609174
1692 THOC6 0.800701436618915 0.369766854545529 0.87306312111639 0.473975542131664 -0.0223793009314583 -0.099566200503876
1695 PACSIN1 0.0940146510186215 0.356617169206563 0.230407118216091 0.461001615337954 -0.120091121281781 -0.0668824059756155
1697 UBE2K 0.0473720058566194 0.0142994806414885 0.153151516563905 0.0414180815894486 0.125894496968742 0.178962325160937
1699 CRYBG1 0.567277619158023 0.121315759877621 0.704109327187138 0.201971815093781 -0.0362190922073591 0.0558278158994092
1701 FBXL18 0.0215097737902153 0.00777122218457644 0.100664185477536 0.0269708703927772 0.168282341554141 0.177552812458643
1703 SCAMP3 0.0264610053596865 0.00223943520019182 0.111256982089372 0.011807077386617 0.129013326866609 0.35887091924894
1705 DTYMK 0.556671041964074 0.620931641622682 0.695301475194509 0.70066967540219 0.0441197917204246 0.0428961593409856
1706 CTBP1 0.00119379841185114 0.944785754540353 0.0246736940584677 0.957175781072787 -0.250737465038704 0.00178213662803195
1707 NUDT5 6.05812127371711e-05 0.00388578373301018 0.0111017661889209 0.0171318710409376 0.505567296487479 0.404703355608524
1708 NOC3L 0.85786735971175 0.474313902919141 0.912332330772143 0.572806523917282 0.0478757839688608 -0.0699764181748481
1711 RAB11B 0.378387769556253 0.00267772785986824 0.541630280758619 0.0132757848684655 0.0454547039438005 0.161468191944575
1712 PSMB3 0.00328002321798525 0.0026976676020522 0.0381514610703183 0.0133562910182928 0.348362801627342 0.349823704378885
1713 RHOG 0.268412456763041 0.0326067056702455 0.43740413862921 0.0757846019529371 0.0896727920995701 0.172786511629042
1715 SOD2 0.00760155426123809 1.39706535671836e-05 0.0565497547219528 0.000885753213679157 0.418927010862395 1.01360532336032
1718 ANXA4 0.65066255044386 1.79440274176745e-05 0.768735302692859 0.000967482144936284 0.0564382281637137 0.283944665651372
1719 DNPH1 0.154632915367653 5.0643200914294e-06 0.309907588316071 0.000557721719005076 0.661542353005443 1.08056689159846
1728 MOB3A 0.25224360347302 0.00277347932746627 0.420351864641452 0.0135557403200806 -0.0257050351676043 0.135849762684579
1729 TTC1 0.320671490827299 0.621575453964574 0.489326543785997 0.701236824263434 0.108323440244078 0.0525842570993778
1730 GRB2 0.0707681969584032 0.000386915814727346 0.192329166616956 0.00428791017145966 0.108535306212671 0.336044136860519
1732 THUMPD1 0.000720832862783539 0.0536389528975607 0.0200593059019763 0.109202105704422 0.129686988604732 0.104571585544063
1733 RAN 0.439416077309015 0.210270785304373 0.597982524389091 0.306926560839096 0.0564707375936742 0.131836446881419
1735 ARL8B 0.171123830217898 0.0113262916854558 0.330252403134914 0.0348957653356663 0.0727031135509932 0.194141999186943
1737 IRF3 0.419846958141354 0.417662206203893 0.583076966820404 0.519418447696144 -0.0483410454126467 0.0863853777655166
1744 NAA50 0.070334463097319 0.0384311925785217 0.191615825522321 0.0849297637143298 0.130986800587612 -0.190652703500312
1745 L2HGDH 0.534577806687601 0.0136659449550239 0.679178872708646 0.0403048040382928 0.0460593263088587 0.350928522518331
1746 PACSIN2 0.98393133084762 0.0159894389905364 0.990437294528838 0.0446634302293666 0.00158898029955701 0.163717028745133
1747 ZNF598 0.735409214995374 0.036723081566424 0.827495238438273 0.0821428998218715 -0.0354498737131479 -0.315118595001371
1748 RPS15A 0.000701301357457617 0.0373634373761743 0.0200433932416951 0.0832514644249153 0.304017448100939 -0.0245644532503562
1750 MAN2A1 0.10256928274502 0.0101435329128229 0.241864373435148 0.0323385698441101 0.234176780759514 0.392799141258983
1752 CACYBP 0.702779182019806 0.0322568435854297 0.805077026915424 0.0751063528556834 0.0384417946657933 -0.0848026458676046
1754 PSMB10 0.192205470944243 0.0820088114677408 0.354167147599645 0.14972755137814 0.157821894239019 0.229711765440699
1764 HLA-DQB1 5.96096102754758e-05 0.00460439646992902 0.0111017661889209 0.0189748058346756 -0.30855313068666 0.20075415472485
1766 RTRAF 0.0260546243328162 0.24636822541891 0.110150028572024 0.346804986338938 0.154537579361694 -0.0763336032026167
1775 IRF2BP2 0.212070813812469 0.364397343601593 0.376206008959247 0.469330655496913 0.281090210888536 0.2045672504932
1780 UBE3C 0.349650454008565 0.425737579940354 0.51605096947486 0.526048630644849 -0.0553202931717269 -0.0260490604401937
1781 GGH 0.013400704236886 0.00295367002433181 0.0781104111825699 0.0141688563910486 0.213758240679514 0.268664441133481
1783 GALNT7 0.0865275184739131 0.00755996187403206 0.218723546037256 0.0264718468217192 -0.0958475087072408 0.202512658971074
1785 COPZ1 0.587480125597483 0.612941687645946 0.719544990556691 0.693461459072222 -0.0832060871975457 -0.0834151644770973
1787 PGP 0.0546385092489624 0.0332526391107053 0.166069105050973 0.0767003832606999 0.179504425697845 0.154805642051713
1791 SDHB 0.0777680986154537 0.0236832115369467 0.20514111352728 0.0596514267030249 -0.185323374566496 0.209704378663229
1792 RPS14 0.189057090241806 0.00155631972194642 0.350486926608735 0.00943718679967154 -0.145488919054799 -0.240185210221785
1795 RAB8B 0.612309419487706 0.0354816002118386 0.73756424372082 0.0803732003048037 0.0404477489926656 0.172421046051738
1797 AARSD1 0.0605835193748902 0.00545431170266654 0.175825560731581 0.0212426767291211 -0.145500634192524 -0.314331513083726
1799 TXLNA 0.017536074825821 0.266807947850525 0.0893373260811513 0.369646129034882 0.148999548513702 -0.0485320690403626
1800 DRG2 0.0610871239691427 0.00282522457438769 0.176640756237029 0.0137051193974046 0.13929971377115 0.169671360964376
1802 EIF2D 0.900716255701594 0.113525192561499 0.940299895844333 0.191589956536784 0.0109932347639941 0.139665931295513
1803 CIAPIN1 0.914498948439768 0.0507051885346293 0.948586484393635 0.104686899024827 0.0105281475504455 -0.0755106381687902
1806 POLR1C 0.0296841841096722 0.00267448794958734 0.118462094796965 0.0132754737254886 -0.255649087550919 -0.427074330110628
1808 PLEKHF2 0.024453312202093 0.0277694780566917 0.106937472860298 0.0666364480396088 -0.210698646590719 -0.0674242454964364
1813 PGAM5 0.0036067234590591 0.249141196375435 0.0403011252775226 0.350015678100839 -0.148031268417689 -0.0923867495902044
1814 RPRD1B 0.168919008155297 0.0237425107450986 0.327830815977433 0.0596578893488269 0.109417723310564 -0.211363028099228
1816 PLCG1 0.658096996088433 0.807215785778679 0.774168812695505 0.854776781340106 0.0395329292623572 -0.00728489007396504
1819 NLE1 0.96908111677699 0.0160356304260306 0.979523096286703 0.044742609563537 0.00561895364992004 0.290924069353084
1821 TJP2 0.726508141637711 0.00338269990687597 0.822126397270834 0.0155989363888359 0.0494678083242448 0.367077495387218
1825 TPM4 0.968616938115084 0.00178820514641182 0.979422139683418 0.0102386613250305 0.00459653991354259 0.474584520360352
1826 ADA 8.67983143450623e-05 0.00146707238815139 0.0111414050941957 0.00902921127356909 -0.38992706905262 0.134899590021766
1829 CYC1 0.00571229410906329 0.000444810809819437 0.0508343886815109 0.00456259138686618 0.257817862855847 0.52477999321869
1833 PSMA8 0.00689011319626284 0.927305598006174 0.0544468858549202 0.944086108434295 0.0994067508432384 -0.0112667299941744
1838 BCAP31 0.00157505312740135 0.000428007542112178 0.0271993995679964 0.00449364510744956 0.364106808930627 0.799914921979186
1840 DNAJC9 0.0927814356592271 0.0559746467876592 0.228561113997161 0.112383542192756 0.247690091260068 0.147661285700124
1844 PPP1R9B 0.0207886134237576 0.236431077606756 0.0988079550793106 0.336199796069387 -0.799755084188645 -0.339527919946313
1850 RPL12 0.0018992644686891 0.058479457488967 0.0290845943489195 0.116195651425295 0.190734002941618 -0.0851479016143415
1851 FAM50A 0.0432645581219401 0.00697478494794904 0.144962572734864 0.0250530790357975 -0.194368916773859 -0.257929584938461
1855 PDXK 0.140795696961508 0.00119980388816618 0.293176297484533 0.0080593763168448 0.19565341971394 0.478031356565722
1857 NKRF 0.0550845794374264 0.14590672411637 0.16673554571235 0.233162458791704 0.193292623508395 0.110617418431387
1859 DHPS 0.996038740103757 0.060014562162091 0.997768764975332 0.118608390130196 -0.000380510382750998 0.143029943527816
1860 QTRT1 0.0794986185305932 0.350499866164616 0.208452304718516 0.454114469904393 -0.114884571354983 -0.0457791664614824
1865 RAP1A 0.446532609358008 0.37519843307887 0.604125125447343 0.479749775102823 -0.0609157680452732 0.0699390463141434
1868 ZCCHC8 0.244081712708187 5.82542387696664e-05 0.411224409476418 0.00183856060897435 0.114156265704915 0.364117159457999
1870 TRIM56 0.876161454315104 0.282101379443531 0.923845301044472 0.384490864460717 0.0166126741936097 0.10816605075447
1873 DNPEP 0.3099891853936 0.177270584944242 0.479959325036576 0.270425154044031 -0.0773558676818542 0.0638284744713751
1882 OTULIN 0.119651897132288 0.746905659912168 0.265232642208447 0.809343951617609 -0.131196006125124 -0.0243808371709893
1886 ILVBL 0.00740876661574762 0.0485352438044402 0.0560640000045463 0.101012634471967 0.136515181667122 0.240819544435501
1889 TSN 0.234147913924551 0.974186010017596 0.400379782779476 0.980818282017327 0.0934627501376593 0.000992301351882219
1891 PRKAG1 0.507190071699329 0.368623754956384 0.657164548904287 0.473096096120566 -0.037426208482028 -0.037804644437303
1892 CNOT9 0.615946921253351 0.00370116650161701 0.739857825890869 0.0165372214796143 -0.0218945514724496 -0.219445513732881
1893 CCDC22 0.757105577602713 0.741317375036656 0.842204700122854 0.805576825540604 0.0633512374961072 -0.0646573356219715
1894 RCC1L 0.0662782435450403 0.973052053387916 0.183875978395733 0.979867203956392 -0.288289311112489 -0.00455099780224621
1899 ATP5PB 0.0881061068573767 0.00253194701994985 0.221339451342248 0.0128107114127668 0.179961218100273 0.44118944816096
1901 GFUS 0.610795393869085 0.05083164417348 0.736597613855169 0.104829014867927 -0.0240285365318478 0.0931211643769849
1906 STAG1 0.0783519373608418 0.0932169493899634 0.206141022455982 0.164672672369437 -0.0805937390812481 -0.124465863196843
1907 VPS53 0.557419859623621 0.00538477644164273 0.695565379318193 0.0211612716629607 0.0409103796187047 0.411100470443694
1909 IGSF8 0.534360007759207 0.000917007803005311 0.679178872708646 0.00673252821043332 -0.0614073456505029 0.519783407634023
1910 UBE2V1 0.028433025658012 0.0131520339681057 0.116339399846538 0.0391685430488579 0.298716163295534 0.405701140574282
1911 HS2ST1 0.0778394797078011 0.423484619820574 0.20514111352728 0.524266058883351 -0.331435539007105 0.0781921812954014
1912 PRPSAP1 0.878613342342288 0.42104805899506 0.925835232077297 0.52176309016354 -0.014103260919768 0.0774025915811531
1914 MLYCD 0.54590054265433 0.0653085269606922 0.687489345201657 0.126510829172359 -0.0347405475234037 -0.0919771600511243
1916 GGA2 0.377388526587701 0.52118205493179 0.540798176527669 0.615196879436019 -0.061062110101453 0.052772220283698
1917 POLR2C 0.91030931100859 0.00401042747753518 0.945946796583108 0.0174290282315047 0.0163517631479184 -0.466417245227641
1919 NCK1 0.041260455296074 0.202335372143593 0.142091893953745 0.298457647824234 0.164275684248244 0.0769501863477178
1922 RPS11 0.0389759932461843 0.0436840649274875 0.136958412112865 0.0931955956727779 0.187587148658412 0.122409722628099
1923 NUDT21 0.000360599277312289 0.575463790851393 0.0146715801193877 0.661914542675394 0.464066161184579 -0.0279648965499071
1924 POLDIP2 0.00283416894163408 0.000637431195155652 0.035517006336376 0.00553278921120247 -0.296413938569248 -0.218878073295125
1930 TECR 0.0592798980109682 0.00473704536134916 0.173449831602471 0.0192647598562142 -0.121055770545055 0.208192850231097
1932 SKP1 0.452252804177026 0.0926137456904176 0.609440383863652 0.16394280016881 -0.116504679300919 -0.218757820271705
1940 IKBKB 0.156915367292248 0.448946812158767 0.313117804440524 0.549030421726092 -0.116634215224483 -0.094020292072031
1942 F5 3.78193950602111e-05 4.96787475877757e-06 0.0111017661889209 0.000557721719005076 -0.299473558970732 0.396494925202269
1943 MIA2 0.106753636898702 0.940243031873291 0.247315765514094 0.953506648310375 0.266486922225063 -0.00733704729231022
1946 DNAJC3 0.0118004872108863 0.989678963892785 0.072283221069287 0.99140280958178 -0.164111726487906 -0.000542785496941534
1947 UTP6 0.307075688755361 0.278490340224444 0.477161142298934 0.380735869255606 -0.176896411918854 -0.326385985419442
1950 ITCH 0.129753271363761 0.0270341730900529 0.277866335365671 0.0656634818930614 -0.0904328521560327 0.107419089296355
1951 CD74 0.000291612005205581 0.0511561234179409 0.0137373140937391 0.105323824507264 -0.309073669111964 -0.190711171370129
1952 PACS1 0.0610612226818268 0.0819979741644699 0.176640756237029 0.14972755137814 0.156581014193724 0.127497747396808
1954 PI4KA 0.85305565066917 0.286668997621639 0.908773400363635 0.389142074925151 -0.0252824864941701 0.14982312180484
1955 CHEK2 0.00246212158109385 0.00874681248860045 0.0333611028893764 0.0291898784274635 0.367885523435678 0.297822243640258
1961 LACTB2 0.00287062881189527 0.000352835775414454 0.0355865326899288 0.00409479366265743 0.402544325554693 0.669374446285282
1963 TMED4 0.903813235913375 0.00382161986498916 0.942364172751332 0.0169530595447297 0.00776351470274506 0.375753082725412
1969 CDC42 0.502709386493947 0.070571412926053 0.653446455171439 0.134215857494309 0.0439621634448386 0.147146802972635
1971 VPS4A 0.521613071778818 0.0275461245766455 0.670109024454496 0.0663481317693911 -0.0739181758791538 -0.289238458993433
1972 RBM8A 0.919380308697711 0.0333362226069208 0.951190691951063 0.0768589257075376 -0.00405122218057308 -0.17223879460323
1978 FAM120C 0.0161394074462879 0.858028308496015 0.0860157441629877 0.894098188748768 -0.122481609985684 -0.0137250664572193
1979 PNPO 0.0260691238409446 0.508794671074246 0.110150028572024 0.603188551873636 0.23348932831213 -0.0458978980616305
1980 UBXN7 0.000746235930591 0.00557644268696124 0.0205453041315905 0.0216185277718883 0.4351991291049 0.414663725185745
1987 PPIP5K2 0.929008685911798 0.566245592856838 0.956544451617161 0.654069892574647 -0.0123636872217094 0.0759409246334677
